"","sub","item","cond","nstarted","ncompleted","nboundary","problem","flags_equal"
"2466",31,39,5,15,15,15,"no","yes"
"2467",31,27,1,14,14,14,"no","yes"
"2468",31,43,1,15,15,15,"no","yes"
"2469",31,74,8,15,15,15,"no","yes"
"2470",31,7,5,14,14,14,"no","yes"
"2471",31,15,5,13,13,13,"no","yes"
"2472",31,37,3,17,18,17,"yes","no"
"2473",31,62,4,13,14,13,"yes","no"
"2474",31,63,5,14,14,14,"no","yes"
"2475",31,18,8,11,11,11,"no","yes"
"2476",31,32,6,15,15,16,"no","yes"
"2477",31,50,8,10,10,10,"no","yes"
"2478",31,6,4,13,13,13,"no","yes"
"2479",31,42,8,15,15,15,"no","yes"
"2480",31,23,5,11,11,12,"no","yes"
"2481",32,8,7,17,17,17,"no","yes"
"2482",32,65,8,16,16,16,"no","yes"
"2483",32,9,8,17,17,17,"no","yes"
"2484",32,48,7,16,16,16,"no","yes"
"2485",32,78,5,12,12,13,"no","yes"
"2486",32,29,4,13,13,13,"no","yes"
"2487",32,73,8,16,16,16,"no","yes"
"2488",32,33,8,12,12,12,"no","yes"
"2489",32,18,1,11,11,11,"no","yes"
"2490",32,27,2,14,14,14,"no","yes"
"2491",32,36,3,14,14,14,"no","yes"
"2492",32,60,3,15,15,15,"no","yes"
"2493",32,44,3,13,13,13,"no","yes"
"2494",32,31,6,14,14,15,"no","yes"
"2495",32,61,4,16,16,16,"no","yes"
"2496",32,12,3,15,15,15,"no","yes"
"2497",32,15,6,13,13,13,"no","yes"
"2498",32,41,8,14,14,14,"no","yes"
"2499",32,72,7,15,15,15,"no","yes"
"2500",32,55,6,15,15,15,"no","yes"
"2501",32,71,6,14,14,14,"no","yes"
"2502",32,1,8,14,14,14,"no","yes"
"2503",32,74,1,15,15,15,"no","yes"
"2504",32,5,4,16,16,16,"no","yes"
"2505",32,49,8,12,12,12,"no","yes"
"2506",32,62,5,13,13,13,"no","yes"
"2507",32,80,7,12,12,12,"no","yes"
"2508",32,50,1,10,10,10,"no","yes"
"2509",32,68,3,13,13,13,"no","yes"
"2510",32,25,8,15,15,15,"no","yes"
"2511",32,11,2,14,14,14,"no","yes"
"2512",32,7,6,14,14,14,"no","yes"
"2513",32,66,1,16,16,16,"no","yes"
"2514",32,2,1,14,14,15,"no","yes"
"2515",32,20,3,13,13,14,"no","yes"
"2516",32,77,4,17,17,17,"no","yes"
"2517",32,24,7,13,13,13,"no","yes"
"2518",32,19,2,13,13,13,"no","yes"
"2519",32,26,1,15,15,15,"no","yes"
"2520",32,53,4,14,14,14,"no","yes"
"2521",32,13,4,16,16,16,"no","yes"
"2522",32,42,1,15,15,15,"no","yes"
"2523",32,32,7,16,16,16,"no","yes"
"2524",32,30,5,11,11,11,"no","yes"
"2525",32,76,3,13,13,13,"no","yes"
"2526",32,52,3,15,15,15,"no","yes"
"2527",32,51,2,13,13,13,"no","yes"
"2528",32,39,6,15,15,15,"no","yes"
"2529",32,10,1,17,17,17,"no","yes"
"2530",32,6,5,13,13,13,"no","yes"
"2531",32,14,5,15,15,15,"no","yes"
"2532",32,69,4,14,14,14,"no","yes"
"2533",32,64,7,13,13,13,"no","yes"
"2534",32,38,5,16,16,16,"no","yes"
"2535",32,79,6,13,13,13,"no","yes"
"2536",32,75,2,13,13,13,"no","yes"
"2537",32,47,6,13,13,13,"no","yes"
"2538",32,40,7,13,13,13,"no","yes"
"2539",32,59,2,15,15,15,"no","yes"
"2540",32,57,8,16,16,16,"no","yes"
"2541",32,21,4,13,13,13,"no","yes"
"2542",32,23,6,12,12,12,"no","yes"
"2543",32,37,4,16,16,17,"no","yes"
"2544",32,17,8,16,16,16,"no","yes"
"2545",32,22,5,15,15,15,"no","yes"
"2546",32,28,3,13,13,13,"no","yes"
"2547",32,16,7,17,17,17,"no","yes"
"2548",32,46,5,16,16,16,"no","yes"
"2549",32,54,5,13,13,13,"no","yes"
"2550",32,35,2,16,16,16,"no","yes"
"2551",32,67,2,15,15,15,"no","yes"
"2552",32,56,7,10,10,10,"no","yes"
"2553",32,70,5,14,14,16,"no","yes"
"2554",32,43,2,15,15,15,"no","yes"
"2555",32,3,2,15,15,15,"no","yes"
"2556",32,58,1,15,15,15,"no","yes"
"2557",32,45,4,13,13,13,"no","yes"
"2558",32,4,3,15,15,16,"no","yes"
"2559",32,34,1,15,15,15,"no","yes"
"2560",32,63,6,14,14,14,"no","yes"
"2561",33,66,2,15,15,16,"no","yes"
"2562",33,8,8,17,17,17,"no","yes"
"2563",33,1,1,14,14,14,"no","yes"
"2564",33,59,3,15,15,15,"no","yes"
"2565",33,50,2,10,10,10,"no","yes"
"2566",33,80,8,12,12,12,"no","yes"
"2567",33,77,5,17,17,17,"no","yes"
"2568",33,78,6,13,13,13,"no","yes"
"2569",33,6,6,13,13,13,"no","yes"
"2570",33,54,6,12,12,13,"no","yes"
"2571",33,39,7,15,15,15,"no","yes"
"2572",33,2,2,15,15,15,"no","yes"
"2573",33,19,3,12,12,13,"no","yes"
"2574",33,49,1,12,12,12,"no","yes"
"2575",33,31,7,15,15,15,"no","yes"
"2576",33,48,8,16,16,16,"no","yes"
"2577",33,3,3,14,14,15,"no","yes"
"2578",33,16,8,17,17,17,"no","yes"
"2579",33,23,7,12,12,12,"no","yes"
"2580",33,12,4,15,15,15,"no","yes"
"2581",33,57,1,16,16,16,"no","yes"
"2582",33,18,2,11,11,11,"no","yes"
"2583",33,25,1,15,15,15,"no","yes"
"2584",33,42,2,15,15,15,"no","yes"
"2585",33,75,3,13,13,13,"no","yes"
"2586",33,21,5,13,13,13,"no","yes"
"2587",33,37,5,17,17,17,"no","yes"
"2588",33,4,4,16,16,16,"no","yes"
"2589",33,38,6,15,15,16,"no","yes"
"2590",33,52,4,14,14,15,"no","yes"
"2591",33,58,2,14,14,15,"no","yes"
"2592",33,79,7,13,13,13,"no","yes"
"2593",33,34,2,14,14,15,"no","yes"
"2594",33,32,8,14,14,16,"no","yes"
"2595",33,7,7,14,14,14,"no","yes"
"2596",33,64,8,12,12,13,"no","yes"
"2597",33,11,3,14,14,14,"no","yes"
"2598",33,71,7,14,14,14,"no","yes"
"2599",33,60,4,15,15,15,"no","yes"
"2600",33,33,1,12,12,12,"no","yes"
"2601",33,29,5,13,13,13,"no","yes"
"2602",33,74,2,14,14,15,"no","yes"
"2603",33,13,5,16,16,16,"no","yes"
"2604",33,44,4,13,13,13,"no","yes"
"2605",33,67,3,15,15,15,"no","yes"
"2606",33,20,4,13,13,14,"no","yes"
"2607",33,26,2,15,15,15,"no","yes"
"2608",33,36,4,14,14,14,"no","yes"
"2609",33,68,4,13,13,13,"no","yes"
"2610",33,69,5,13,13,14,"no","yes"
"2611",33,30,6,9,9,11,"no","yes"
"2612",33,15,7,13,13,13,"no","yes"
"2613",33,27,3,14,14,14,"no","yes"
"2614",33,5,5,16,16,16,"no","yes"
"2615",33,41,1,14,14,14,"no","yes"
"2616",33,51,3,13,13,13,"no","yes"
"2617",33,24,8,12,12,13,"no","yes"
"2618",33,28,4,13,13,13,"no","yes"
"2619",33,40,8,13,13,13,"no","yes"
"2620",33,62,6,13,13,13,"no","yes"
"2621",33,47,7,13,13,13,"no","yes"
"2622",33,55,7,15,15,15,"no","yes"
"2623",33,46,6,15,15,16,"no","yes"
"2624",33,45,5,13,13,13,"no","yes"
"2625",33,72,8,14,14,15,"no","yes"
"2626",33,43,3,15,15,15,"no","yes"
"2627",33,22,6,14,14,15,"no","yes"
"2628",33,17,1,16,16,16,"no","yes"
"2629",33,61,5,13,13,16,"no","yes"
"2630",33,35,3,16,16,16,"no","yes"
"2631",33,9,1,16,16,17,"no","yes"
"2632",33,14,6,15,15,15,"no","yes"
"2633",33,65,1,16,16,16,"no","yes"
"2634",33,70,6,15,15,16,"no","yes"
"2635",33,10,2,16,16,17,"no","yes"
"2636",33,76,4,13,13,13,"no","yes"
"2637",33,53,5,14,14,14,"no","yes"
"2638",33,63,7,14,14,14,"no","yes"
"2639",33,56,8,10,10,10,"no","yes"
"2640",33,73,1,16,16,16,"no","yes"
"2641",34,21,6,13,13,13,"no","yes"
"2642",34,29,6,13,13,13,"no","yes"
"2643",34,32,1,16,16,16,"no","yes"
"2644",34,26,3,14,14,15,"no","yes"
"2645",34,2,3,15,15,15,"no","yes"
"2646",34,41,2,14,14,14,"no","yes"
"2647",34,36,5,14,14,14,"no","yes"
"2648",34,56,1,10,10,10,"no","yes"
"2649",34,14,7,15,15,15,"no","yes"
"2650",34,80,1,12,12,12,"no","yes"
"2651",34,63,8,14,14,14,"no","yes"
"2652",34,42,3,15,15,15,"no","yes"
"2653",34,76,5,12,12,13,"no","yes"
"2654",34,64,1,13,13,13,"no","yes"
"2655",34,43,4,15,15,15,"no","yes"
"2656",34,47,8,13,13,13,"no","yes"
"2657",34,58,3,13,13,15,"no","yes"
"2658",34,46,7,14,14,16,"no","yes"
"2659",34,30,7,11,11,11,"no","yes"
"2660",34,25,2,14,14,15,"no","yes"
"2661",34,49,2,12,12,12,"no","yes"
"2662",34,44,5,13,13,13,"no","yes"
"2663",34,19,4,13,13,13,"no","yes"
"2664",34,57,2,16,16,16,"no","yes"
"2665",34,54,7,12,12,13,"no","yes"
"2666",34,9,2,17,17,17,"no","yes"
"2667",34,39,8,15,15,15,"no","yes"
"2668",34,78,7,13,13,13,"no","yes"
"2669",34,34,3,15,15,15,"no","yes"
"2670",34,65,2,14,14,16,"no","yes"
"2671",34,13,6,16,16,16,"no","yes"
"2672",34,23,8,12,12,12,"no","yes"
"2673",34,75,4,13,13,13,"no","yes"
"2674",34,28,5,13,13,13,"no","yes"
"2675",34,68,5,13,13,13,"no","yes"
"2676",34,60,5,15,15,15,"no","yes"
"2677",34,15,8,12,12,13,"no","yes"
"2678",34,20,5,14,14,14,"no","yes"
"2679",34,5,6,16,16,16,"no","yes"
"2680",34,51,4,12,12,13,"no","yes"
"2681",34,1,2,14,14,14,"no","yes"
"2682",34,38,7,16,16,16,"no","yes"
"2683",34,35,4,16,16,16,"no","yes"
"2684",34,40,1,12,12,13,"no","yes"
"2685",34,66,3,16,16,16,"no","yes"
"2686",34,18,3,11,11,11,"no","yes"
"2687",34,16,1,17,17,17,"no","yes"
"2688",34,53,6,14,14,14,"no","yes"
"2689",34,3,4,15,15,15,"no","yes"
"2690",34,52,5,15,15,15,"no","yes"
"2691",34,37,6,17,17,17,"no","yes"
"2692",34,67,4,15,15,15,"no","yes"
"2693",34,73,2,16,16,16,"no","yes"
"2694",34,70,7,16,16,16,"no","yes"
"2695",34,22,7,15,15,15,"no","yes"
"2696",34,55,8,15,15,15,"no","yes"
"2697",34,12,5,15,15,15,"no","yes"
"2698",34,27,4,14,14,14,"no","yes"
"2699",34,72,1,14,14,15,"no","yes"
"2700",34,31,8,15,15,15,"no","yes"
"2701",34,4,5,16,16,16,"no","yes"
"2702",34,8,1,17,17,17,"no","yes"
"2703",34,17,2,16,16,16,"no","yes"
"2704",34,61,6,16,16,16,"no","yes"
"2705",34,45,6,13,13,13,"no","yes"
"2706",34,7,8,14,14,14,"no","yes"
"2707",34,48,1,16,16,16,"no","yes"
"2708",34,77,6,15,15,17,"no","yes"
"2709",34,59,4,13,13,15,"no","yes"
"2710",34,74,3,15,15,15,"no","yes"
"2711",34,62,7,13,13,13,"no","yes"
"2712",34,6,7,12,12,13,"no","yes"
"2713",34,33,2,12,12,12,"no","yes"
"2714",34,69,6,14,14,14,"no","yes"
"2715",34,50,3,10,10,10,"no","yes"
"2716",34,79,8,13,13,13,"no","yes"
"2717",34,71,8,14,14,14,"no","yes"
"2718",34,24,1,13,13,13,"no","yes"
"2719",34,11,4,13,13,14,"no","yes"
"2720",34,10,3,15,15,17,"no","yes"
"2721",35,51,5,13,13,13,"no","yes"
"2722",35,12,6,15,15,15,"no","yes"
"2723",35,43,5,14,14,15,"no","yes"
"2724",35,19,5,13,13,13,"no","yes"
"2725",35,23,1,12,12,12,"no","yes"
"2726",35,27,5,14,14,14,"no","yes"
"2727",35,17,3,16,16,16,"no","yes"
"2728",35,62,8,13,13,13,"no","yes"
"2729",35,5,7,16,16,16,"no","yes"
"2730",35,31,1,15,15,15,"no","yes"
"2731",35,74,4,15,15,15,"no","yes"
"2732",35,68,6,12,12,13,"no","yes"
"2733",35,33,3,11,11,12,"no","yes"
"2734",35,52,6,15,15,15,"no","yes"
"2735",35,14,8,15,15,15,"no","yes"
"2736",35,39,1,14,14,15,"no","yes"
"2737",35,57,3,15,15,16,"no","yes"
"2738",35,29,7,13,13,13,"no","yes"
"2739",35,76,6,12,12,13,"no","yes"
"2740",35,75,5,13,13,13,"no","yes"
"2741",35,6,8,12,12,13,"no","yes"
"2742",35,80,2,12,12,12,"no","yes"
"2743",35,61,7,16,16,16,"no","yes"
"2744",35,40,2,13,13,13,"no","yes"
"2745",35,78,8,12,12,13,"no","yes"
"2746",35,13,7,16,16,16,"no","yes"
"2747",35,4,6,12,12,16,"no","yes"
"2748",35,50,4,10,10,10,"no","yes"
"2749",35,46,8,14,14,16,"no","yes"
"2750",35,7,1,14,14,14,"no","yes"
"2751",35,2,4,13,13,15,"no","yes"
"2752",35,16,2,15,15,17,"no","yes"
"2753",35,8,2,16,16,17,"no","yes"
"2754",35,77,7,17,17,17,"no","yes"
"2755",35,79,1,12,12,13,"no","yes"
"2756",35,3,5,14,14,15,"no","yes"
"2757",35,28,6,13,13,13,"no","yes"
"2758",35,54,8,13,13,13,"no","yes"
"2759",35,73,3,13,13,16,"no","yes"
"2760",35,60,6,14,14,15,"no","yes"
"2761",35,38,8,16,16,16,"no","yes"
"2762",35,30,8,11,11,11,"no","yes"
"2763",35,18,4,11,11,11,"no","yes"
"2764",35,42,4,14,14,15,"no","yes"
"2765",35,26,4,15,15,15,"no","yes"
"2766",35,55,1,14,14,15,"no","yes"
"2767",35,34,4,14,14,15,"no","yes"
"2768",35,72,2,12,12,15,"no","yes"
"2769",35,63,1,14,14,14,"no","yes"
"2770",35,24,2,13,13,13,"no","yes"
"2771",35,58,4,15,15,15,"no","yes"
"2772",35,35,5,14,14,16,"no","yes"
"2773",35,56,2,10,10,10,"no","yes"
"2774",35,9,3,15,15,17,"no","yes"
"2775",35,15,1,13,13,13,"no","yes"
"2776",35,22,8,13,13,15,"no","yes"
"2777",35,48,2,16,16,16,"no","yes"
"2778",35,47,1,12,12,13,"no","yes"
"2779",35,37,7,17,17,17,"no","yes"
"2780",35,10,4,17,17,17,"no","yes"
"2781",35,20,6,13,13,14,"no","yes"
"2782",35,59,5,14,14,15,"no","yes"
"2783",35,67,5,15,15,15,"no","yes"
"2784",35,69,7,12,12,14,"no","yes"
"2785",35,41,3,14,14,14,"no","yes"
"2786",35,53,7,13,13,14,"no","yes"
"2787",35,65,3,16,16,16,"no","yes"
"2788",35,1,3,14,14,14,"no","yes"
"2789",35,64,2,11,11,13,"no","yes"
"2790",35,45,7,13,13,13,"no","yes"
"2791",35,66,4,16,16,16,"no","yes"
"2792",35,25,3,15,15,15,"no","yes"
"2793",35,70,8,15,15,16,"no","yes"
"2794",35,44,6,13,13,13,"no","yes"
"2795",35,32,2,15,15,16,"no","yes"
"2796",35,36,6,13,13,14,"no","yes"
"2797",35,11,5,14,14,14,"no","yes"
"2798",35,21,7,12,12,13,"no","yes"
"2799",35,49,3,11,11,12,"no","yes"
"2800",35,71,1,13,13,14,"no","yes"
"2801",36,25,4,15,15,15,"no","yes"
"2802",36,12,7,15,15,15,"no","yes"
"2803",36,80,3,12,12,12,"no","yes"
"2804",36,59,6,14,14,15,"no","yes"
"2805",36,50,5,10,10,10,"no","yes"
"2806",36,54,1,13,13,13,"no","yes"
"2807",36,37,8,17,18,17,"yes","no"
"2808",36,79,2,11,11,13,"no","yes"
"2809",36,67,6,15,15,15,"no","yes"
"2810",36,40,3,13,13,13,"no","yes"
"2811",36,10,5,17,17,17,"no","yes"
"2812",36,68,7,13,13,13,"no","yes"
"2813",36,9,4,17,17,17,"no","yes"
"2814",36,27,6,14,14,14,"no","yes"
"2815",36,77,8,17,17,17,"no","yes"
"2816",36,41,4,14,14,14,"no","yes"
"2817",36,8,3,17,18,17,"yes","no"
"2818",36,42,5,15,15,15,"no","yes"
"2819",36,23,2,12,12,12,"no","yes"
"2820",36,19,6,13,13,13,"no","yes"
"2821",36,51,6,13,13,13,"no","yes"
"2822",36,48,3,16,16,16,"no","yes"
"2823",36,69,8,14,15,14,"yes","no"
"2824",36,52,7,15,15,15,"no","yes"
"2825",36,20,7,14,14,14,"no","yes"
"2826",36,33,4,11,11,12,"no","yes"
"2827",36,16,3,17,17,17,"no","yes"
"2828",36,71,2,13,13,14,"no","yes"
"2829",36,46,1,16,16,16,"no","yes"
"2830",36,30,1,11,11,11,"no","yes"
"2831",36,38,1,16,16,16,"no","yes"
"2832",36,31,2,14,14,15,"no","yes"
"2833",36,28,7,13,13,13,"no","yes"
"2834",36,53,8,14,14,14,"no","yes"
"2835",36,36,7,14,14,14,"no","yes"
"2836",36,35,6,16,17,16,"yes","no"
"2837",36,76,7,12,12,13,"no","yes"
"2838",36,74,5,15,15,15,"no","yes"
"2839",36,26,5,15,15,15,"no","yes"
"2840",36,4,7,16,16,16,"no","yes"
"2841",36,39,2,15,15,15,"no","yes"
"2842",36,2,5,15,15,15,"no","yes"
"2843",36,63,2,14,14,14,"no","yes"
"2844",36,14,1,15,15,15,"no","yes"
"2845",36,75,6,13,13,13,"no","yes"
"2846",36,78,1,13,13,13,"no","yes"
"2847",36,57,4,15,15,16,"no","yes"
"2848",36,45,8,13,13,13,"no","yes"
"2849",36,65,4,16,16,16,"no","yes"
"2850",36,72,3,15,15,15,"no","yes"
"2851",36,13,8,16,16,16,"no","yes"
"2852",36,32,3,16,16,16,"no","yes"
"2853",36,29,8,11,11,13,"no","yes"
"2854",36,56,3,8,8,10,"no","yes"
"2855",36,3,6,15,16,15,"yes","no"
"2856",36,6,1,13,13,13,"no","yes"
"2857",36,47,2,13,13,13,"no","yes"
"2858",36,24,3,13,14,13,"yes","no"
"2859",36,66,5,14,14,16,"no","yes"
"2860",36,73,4,14,14,16,"no","yes"
"2861",36,5,8,16,16,16,"no","yes"
"2862",36,60,7,15,15,15,"no","yes"
"2863",36,70,1,16,16,16,"no","yes"
"2864",36,49,4,12,12,12,"no","yes"
"2865",36,58,5,15,15,15,"no","yes"
"2866",36,61,8,16,16,16,"no","yes"
"2867",36,21,8,13,13,13,"no","yes"
"2868",36,1,4,14,15,14,"yes","no"
"2869",36,18,5,11,11,11,"no","yes"
"2870",36,7,2,14,14,14,"no","yes"
"2871",36,55,2,15,15,15,"no","yes"
"2872",36,17,4,15,15,16,"no","yes"
"2873",36,43,6,15,15,15,"no","yes"
"2874",36,15,2,13,13,13,"no","yes"
"2875",36,22,1,15,15,15,"no","yes"
"2876",36,34,5,15,15,15,"no","yes"
"2877",36,64,3,13,13,13,"no","yes"
"2878",36,62,1,13,13,13,"no","yes"
"2879",36,44,7,13,13,13,"no","yes"
"2880",36,11,6,14,14,14,"no","yes"
"2881",37,13,1,16,16,16,"no","yes"
"2882",37,80,4,12,12,12,"no","yes"
"2883",37,40,4,13,13,13,"no","yes"
"2884",37,17,5,16,16,16,"no","yes"
"2885",37,28,8,13,13,13,"no","yes"
"2886",37,36,8,14,14,14,"no","yes"
"2887",37,25,5,14,14,15,"no","yes"
"2888",37,75,7,13,13,13,"no","yes"
"2889",37,74,6,13,13,15,"no","yes"
"2890",37,10,6,16,16,17,"no","yes"
"2891",37,68,8,12,12,13,"no","yes"
"2892",37,16,4,16,16,17,"no","yes"
"2893",37,47,3,13,13,13,"no","yes"
"2894",37,21,1,13,13,13,"no","yes"
"2895",37,71,3,14,14,14,"no","yes"
"2896",37,61,1,16,16,16,"no","yes"
"2897",37,42,6,14,14,15,"no","yes"
"2898",37,69,1,14,14,14,"no","yes"
"2899",37,31,3,15,15,15,"no","yes"
"2900",37,59,7,15,15,15,"no","yes"
"2901",37,33,5,12,12,12,"no","yes"
"2902",37,50,6,9,9,10,"no","yes"
"2903",37,30,2,10,10,11,"no","yes"
"2904",37,38,2,15,15,16,"no","yes"
"2905",37,73,5,16,16,16,"no","yes"
"2906",37,58,6,12,12,15,"no","yes"
"2907",37,77,1,16,16,17,"no","yes"
"2908",37,7,3,13,13,14,"no","yes"
"2909",37,34,6,11,11,15,"no","yes"
"2910",37,8,4,16,16,17,"no","yes"
"2911",37,62,2,12,12,13,"no","yes"
"2912",37,14,2,11,11,15,"no","yes"
"2913",37,41,5,14,14,14,"no","yes"
"2914",37,37,1,17,17,17,"no","yes"
"2915",37,9,5,14,14,17,"no","yes"
"2916",37,19,7,13,13,13,"no","yes"
"2917",37,11,7,14,14,14,"no","yes"
"2918",37,67,7,14,14,15,"no","yes"
"2919",37,57,5,16,16,16,"no","yes"
"2920",37,3,7,15,15,15,"no","yes"
"2921",37,66,6,16,16,16,"no","yes"
"2922",37,54,2,13,13,13,"no","yes"
"2923",37,32,4,15,15,16,"no","yes"
"2924",37,63,3,14,14,14,"no","yes"
"2925",37,45,1,12,12,13,"no","yes"
"2926",37,56,4,10,10,10,"no","yes"
"2927",37,64,4,12,12,13,"no","yes"
"2928",37,29,1,13,13,13,"no","yes"
"2929",37,44,8,12,12,13,"no","yes"
"2930",37,79,3,12,12,13,"no","yes"
"2931",37,15,3,13,13,13,"no","yes"
"2932",37,23,3,12,12,12,"no","yes"
"2933",37,5,1,15,15,16,"no","yes"
"2934",37,53,1,13,13,14,"no","yes"
"2935",37,55,3,14,14,15,"no","yes"
"2936",37,48,4,14,14,16,"no","yes"
"2937",37,6,2,9,9,13,"no","yes"
"2938",37,49,5,12,12,12,"no","yes"
"2939",37,2,6,15,15,15,"no","yes"
"2940",37,24,4,12,12,13,"no","yes"
"2941",37,76,8,12,12,13,"no","yes"
"2942",37,43,7,13,13,15,"no","yes"
"2943",37,1,5,11,11,14,"no","yes"
"2944",37,78,2,13,13,13,"no","yes"
"2945",37,12,8,10,10,15,"no","yes"
"2946",37,60,8,14,14,15,"no","yes"
"2947",37,4,8,16,16,16,"no","yes"
"2948",37,18,6,11,11,11,"no","yes"
"2949",37,52,8,14,14,15,"no","yes"
"2950",37,51,7,13,13,13,"no","yes"
"2951",37,20,8,12,12,14,"no","yes"
"2952",37,27,7,12,12,14,"no","yes"
"2953",37,46,2,11,11,16,"no","yes"
"2954",37,26,6,15,15,15,"no","yes"
"2955",37,72,4,15,15,15,"no","yes"
"2956",37,70,2,13,13,16,"no","yes"
"2957",37,22,2,14,14,15,"no","yes"
"2958",37,65,5,16,16,16,"no","yes"
"2959",37,35,7,16,16,16,"no","yes"
"2960",37,39,3,15,15,15,"no","yes"
"2961",38,48,5,16,16,16,"no","yes"
"2962",38,44,1,13,13,13,"no","yes"
"2963",38,65,6,14,14,16,"no","yes"
"2964",38,1,6,14,16,14,"yes","no"
"2965",38,43,8,15,16,15,"yes","no"
"2966",38,31,4,15,17,15,"yes","no"
"2967",38,35,8,13,13,16,"no","yes"
"2968",38,11,8,14,14,14,"no","yes"
"2969",38,9,6,17,17,17,"no","yes"
"2970",38,27,8,13,14,14,"yes","no"
"2971",38,26,7,15,15,15,"no","yes"
"2972",38,79,4,12,12,13,"no","yes"
"2973",38,21,2,13,13,13,"no","yes"
"2974",38,4,1,15,15,16,"no","yes"
"2975",38,29,2,13,13,13,"no","yes"
"2976",38,72,5,14,14,15,"no","yes"
"2977",38,36,1,13,13,14,"no","yes"
"2978",38,8,5,14,14,17,"no","yes"
"2979",38,68,1,13,13,13,"no","yes"
"2980",38,23,4,11,11,12,"no","yes"
"2981",38,40,5,12,12,13,"no","yes"
"2982",38,61,2,15,15,16,"no","yes"
"2983",38,12,1,15,15,15,"no","yes"
"2984",38,47,4,13,13,13,"no","yes"
"2985",38,59,8,15,16,15,"yes","no"
"2986",38,55,4,15,15,15,"no","yes"
"2987",38,16,5,17,17,17,"no","yes"
"2988",38,75,8,13,13,13,"no","yes"
"2989",38,6,3,13,13,13,"no","yes"
"2990",38,53,2,13,14,14,"yes","no"
"2991",38,58,7,15,15,15,"no","yes"
"2992",38,63,4,14,14,14,"no","yes"
"2993",38,28,1,13,13,13,"no","yes"
"2994",38,71,4,14,14,14,"no","yes"
"2995",38,54,3,13,13,13,"no","yes"
"2996",38,32,5,16,16,16,"no","yes"
"2997",38,41,6,14,15,14,"yes","no"
"2998",38,10,7,15,15,17,"no","yes"
"2999",38,77,2,15,15,17,"no","yes"
"3000",38,34,7,14,14,15,"no","yes"
"3001",38,42,7,15,15,15,"no","yes"
"3002",38,50,7,10,10,10,"no","yes"
"3003",38,78,3,13,13,13,"no","yes"
"3004",38,7,4,14,14,14,"no","yes"
"3005",38,24,5,9,9,13,"no","yes"
"3006",38,38,3,16,17,16,"yes","no"
"3007",38,51,8,13,13,13,"no","yes"
"3008",38,74,7,15,15,15,"no","yes"
"3009",38,49,6,12,12,12,"no","yes"
"3010",38,70,3,16,16,16,"no","yes"
"3011",38,22,3,15,16,15,"yes","no"
"3012",38,62,3,11,11,13,"no","yes"
"3013",38,73,6,15,15,16,"no","yes"
"3014",38,15,4,13,13,13,"no","yes"
"3015",38,69,2,14,14,14,"no","yes"
"3016",38,46,3,14,14,16,"no","yes"
"3017",38,80,5,12,12,12,"no","yes"
"3018",38,76,1,13,13,13,"no","yes"
"3019",38,56,5,10,10,10,"no","yes"
"3020",38,25,6,13,13,15,"no","yes"
"3021",38,30,3,11,11,11,"no","yes"
"3022",38,64,5,13,14,13,"yes","no"
"3023",38,52,1,15,15,15,"no","yes"
"3024",38,18,7,11,11,11,"no","yes"
"3025",38,60,1,14,14,15,"no","yes"
"3026",38,2,7,14,14,15,"no","yes"
"3027",38,57,6,15,15,16,"no","yes"
"3028",38,20,1,13,13,14,"no","yes"
"3029",38,5,2,16,16,16,"no","yes"
"3030",38,37,2,17,17,17,"no","yes"
"3031",38,33,6,12,12,12,"no","yes"
"3032",38,14,3,14,14,15,"no","yes"
"3033",38,3,8,14,14,15,"no","yes"
"3034",38,45,2,12,12,13,"no","yes"
"3035",38,13,2,15,16,16,"yes","no"
"3036",38,67,8,15,15,15,"no","yes"
"3037",38,66,7,16,16,16,"no","yes"
"3038",38,19,8,13,13,13,"no","yes"
"3039",38,39,4,11,11,15,"no","yes"
"3040",38,17,6,15,15,16,"no","yes"
"3041",39,45,3,13,13,13,"no","yes"
"3042",39,68,2,13,13,13,"no","yes"
"3043",39,14,4,15,15,15,"no","yes"
"3044",39,15,5,13,13,13,"no","yes"
"3045",39,22,4,15,15,15,"no","yes"
"3046",39,33,7,12,12,12,"no","yes"
"3047",39,3,1,15,15,15,"no","yes"
"3048",39,40,6,13,13,13,"no","yes"
"3049",39,49,7,12,12,12,"no","yes"
"3050",39,60,2,15,15,15,"no","yes"
"3051",39,58,8,14,14,15,"no","yes"
"3052",39,62,4,13,13,13,"no","yes"
"3053",39,16,6,17,17,17,"no","yes"
"3054",39,10,8,17,17,17,"no","yes"
"3055",39,67,1,15,15,15,"no","yes"
"3056",39,46,4,15,15,16,"no","yes"
"3057",39,70,4,16,16,16,"no","yes"
"3058",39,74,8,15,15,15,"no","yes"
"3059",39,25,7,15,15,15,"no","yes"
"3060",39,53,3,14,14,14,"no","yes"
"3061",39,39,5,15,15,15,"no","yes"
"3062",39,6,4,13,13,13,"no","yes"
"3063",39,63,5,14,14,14,"no","yes"
"3064",39,66,8,16,16,16,"no","yes"
"3065",39,54,4,13,13,13,"no","yes"
"3066",39,32,6,16,16,16,"no","yes"
"3067",39,65,7,16,16,16,"no","yes"
"3068",39,73,7,16,16,16,"no","yes"
"3069",39,5,3,16,16,16,"no","yes"
"3070",39,69,3,14,14,14,"no","yes"
"3071",39,27,1,14,14,14,"no","yes"
"3072",39,43,1,15,15,15,"no","yes"
