"","sub","cond","item","seq","start_time","end_time","duration_ms","deg","prev"
"6133",46,4,19,36,25222297,25227454,5157,"20","valid"
"6330",46,1,34,37,25235272,25241350,6078,"0","valid"
"6538",46,3,96,38,25247541,25255208,7667,"0","mask"
"6633",46,5,104,39,25258456,25262509,4053,"20","orth"
"6728",46,5,134,40,25265875,25273960,8085,"20","orth"
"6833",46,3,12,41,25276980,25283098,6118,"0","mask"
"7033",46,1,46,42,25289752,25295772,6020,"0","valid"
"7229",46,6,69,43,25302551,25305825,3274,"20","mask"
"7330",46,1,10,44,25309787,25316761,6974,"0","valid"
"7534",46,4,61,45,25324945,25328650,3705,"20","valid"
"7637",46,2,29,46,25331840,25338618,6778,"0","orth"
"7836",46,5,68,47,25344540,25347959,3419,"20","orth"
"7935",46,1,94,48,25351286,25358071,6785,"0","valid"
"8029",46,3,6,49,25361816,25368019,6203,"0","mask"
"8234",46,3,114,50,25373503,25377575,4072,"0","mask"
"8336",46,4,37,51,25381242,25387680,6438,"20","valid"
"8530",46,1,16,52,25393642,25396381,2739,"0","valid"
"8727",46,5,98,53,25402466,25417441,14975,"20","orth"
"8834",46,3,108,54,25420768,25424729,3961,"0","mask"
"8931",46,2,71,55,25427605,25430069,2464,"0","orth"
"9030",46,2,95,56,25433050,25441612,8562,"0","orth"
"9132",46,1,76,57,25444678,25449815,5137,"0","valid"
"9236",46,6,129,58,25453182,25456437,3255,"20","mask"
"9333",46,4,55,59,25459613,25461888,2275,"20","valid"
"9427",46,6,9,60,25465268,25469026,3758,"20","mask"
"9626",46,1,64,61,25474660,25477941,3281,"0","valid"
"9731",46,3,132,62,25480804,25487700,6896,"0","mask"
"9832",46,1,58,63,25490831,25496250,5419,"0","valid"
"9934",46,4,115,64,25499414,25503682,4268,"20","valid"
"10037",46,2,137,65,25506695,25510368,3673,"0","orth"
"10150",46,1,52,66,25564326,25570242,5916,"0","valid"
"10334",46,4,79,67,25576249,25580085,3836,"20","valid"
"10430",46,6,57,68,25583386,25585988,2602,"20","mask"
"10529",46,6,75,69,25589080,25594720,5640,"20","mask"
"10635",46,5,74,70,25597910,25604911,7001,"20","orth"
"10732",46,5,110,71,25608172,25616598,8426,"20","orth"
"10831",46,5,56,72,25619872,25624657,4785,"20","orth"
"10934",46,4,133,73,25628056,25630566,2510,"20","valid"
"11027",46,3,84,74,25633272,25639455,6183,"0","mask"
"11140",46,6,27,75,25642952,25655404,12452,"20","mask"
"11329",46,6,123,76,25661797,25675432,13635,"20","mask"
"11437",46,4,97,77,25678608,25682164,3556,"20","valid"
"11527",46,3,102,78,25685060,25687733,2673,"0","mask"
"11636",46,1,88,79,25696342,25701453,5111,"0","valid"
"11736",46,6,81,80,25704466,25708434,3968,"20","mask"
"11834",46,1,118,81,25711669,25717611,5942,"0","valid"
"11930",46,2,125,82,25720729,25725925,5196,"0","orth"
"12034",46,5,92,83,25728913,25736070,7157,"20","orth"
"12139",46,4,103,84,25739364,25743110,3746,"20","valid"
"12237",46,3,138,85,25746365,25748914,2549,"0","mask"
"12328",46,4,31,86,25753156,25759431,6275,"20","valid"
"12530",46,6,21,87,25765242,25772700,7458,"20","mask"
"12731",46,3,24,88,25778707,25784485,5778,"0","mask"
"12935",46,1,82,89,25789877,25792158,2281,"0","valid"
"13028",46,4,25,90,25795015,25797963,2948,"20","valid"
"13234",46,6,51,91,25803676,25806996,3320,"20","mask"
"13434",46,5,8,92,25812186,25814656,2470,"20","orth"
"13633",46,3,90,93,25820206,25822474,2268,"0","mask"
"13733",46,6,63,94,25825455,25828716,3261,"20","mask"
"13828",46,2,47,95,25831494,25834612,3118,"0","orth"
"14033",46,6,135,96,25840181,25849515,9334,"20","mask"
"14140",46,5,86,97,25852581,25859346,6765,"20","orth"
"14236",46,3,36,98,25862078,25865843,3765,"0","mask"
"14433",46,5,122,99,25871981,25875464,3483,"20","orth"
"14530",46,1,136,100,25878877,25882190,3313,"0","valid"
"14634",46,4,43,101,25885341,25896087,10746,"20","valid"
"14828",46,2,35,102,25901316,25904290,2974,"0","orth"
"15035",46,5,80,103,25911755,25917304,5549,"20","orth"
"15142",46,2,59,104,25921043,25924697,3654,"0","orth"
"15237",46,4,49,105,25928161,25931017,2856,"20","valid"
"15433",46,5,50,106,25936247,25944005,7758,"20","orth"
"15629",46,1,124,107,25949718,25955117,5399,"0","valid"
"15737",46,4,1,108,25958470,25964196,5726,"20","valid"
"15929",46,6,45,109,25969896,25972987,3091,"20","mask"
"16133",46,2,107,110,25978275,25983138,4863,"0","orth"
"16233",46,4,109,111,25986564,25995780,9216,"20","valid"
"16334",46,5,116,112,25998577,26003565,4988,"20","orth"
"16435",46,6,105,113,26006591,26011212,4621,"20","mask"
"16534",46,6,93,114,26014121,26018199,4078,"20","mask"
"16628",46,3,42,115,26021030,26025501,4471,"0","mask"
"16834",46,3,54,116,26031612,26036730,5118,"0","mask"
"17034",46,3,78,117,26043201,26047214,4013,"0","mask"
"17141",46,1,100,118,26050189,26053718,3529,"0","valid"
"17232",46,3,120,119,26056810,26059693,2883,"0","mask"
"17331",46,4,7,120,26062353,26072118,9765,"20","valid"
"17533",46,2,83,121,26078851,26085210,6359,"0","orth"
"17635",46,4,73,122,26088401,26091897,3496,"20","valid"
"17731",46,6,99,123,26095309,26098506,3197,"20","mask"
"17835",46,2,131,124,26101839,26104075,2236,"0","orth"
"17930",46,3,18,125,26106794,26110990,4196,"0","mask"
"18149",46,4,127,126,26116834,26121324,4490,"20","valid"
"18229",46,3,30,127,26124409,26126684,2275,"0","mask"
"18432",46,5,14,128,26131874,26136632,4758,"20","orth"
"18631",46,5,62,129,26150581,26158732,8151,"20","orth"
"18731",46,2,41,130,26161961,26167615,5654,"0","orth"
"18932",46,2,23,131,26172798,26177504,4706,"0","orth"
"19141",46,2,17,132,26182989,26186806,3817,"0","orth"
"19332",46,4,91,133,26192499,26196420,3921,"20","valid"
"19431",46,4,121,134,26199610,26204408,4798,"20","valid"
"19528",46,2,53,135,26207611,26213141,5530,"0","orth"
"19732",46,2,65,136,26218651,26224233,5582,"0","orth"
"19830",46,1,22,137,26227632,26234057,6425,"0","valid"
"20032",46,6,15,138,26240927,26247019,6092,"20","mask"
"10151",47,4,96,1,27221763,27225286,3523,"20","valid"
"11141",47,1,123,2,27228509,27231875,3366,"0","valid"
"12140",47,5,55,3,27235117,27238150,3033,"20","orth"
"13145",47,6,80,4,27241294,27244850,3556,"20","mask"
"14141",47,1,15,5,27248438,27251406,2968,"0","valid"
"16134",47,1,3,6,27257413,27259857,2444,"0","valid"
"18150",47,6,56,7,27267577,27271505,3928,"20","mask"
"19142",47,2,112,8,27274610,27277747,3137,"0","orth"
"2040",47,2,34,9,27280610,27283414,2804,"0","orth"
"2234",47,5,91,10,27292114,27295448,3334,"20","orth"
"2333",47,3,5,11,27298840,27301788,2948,"0","mask"
"2532",47,1,135,12,27308906,27311455,2549,"0","valid"
"2639",47,4,18,13,27314534,27317181,2647,"20","valid"
"2834",47,2,82,14,27324404,27326881,2477,"0","orth"
"2935",47,2,46,15,27330084,27332731,2647,"0","orth"
"3133",47,4,12,16,27340098,27343320,3222,"20","valid"
"3333",47,6,134,17,27351066,27354327,3261,"20","mask"
"3434",47,3,65,18,27357766,27360713,2947,"0","mask"
"3531",47,5,61,19,27364139,27367322,3183,"20","orth"
"3633",47,4,6,20,27371165,27374950,3785,"20","valid"
"3833",47,3,137,21,27385022,27387683,2661,"0","mask"
"3931",47,3,131,22,27391016,27393676,2660,"0","mask"
"4034",47,3,89,23,27396749,27399638,2889,"0","mask"
"4139",47,2,22,24,27403762,27406207,2445,"0","orth"
"4330",47,4,138,25,27416280,27420358,4078,"20","valid"
"4436",47,5,115,26,27423692,27426457,2765,"20","orth"
"4528",47,6,32,27,27433568,27436581,3013,"20","mask"
"4730",47,5,13,28,27443007,27446131,3124,"20","orth"
"4926",47,4,132,29,27452223,27455275,3052,"20","valid"
"5038",47,3,11,30,27458779,27461662,2883,"0","mask"
"5234",47,2,52,31,27468335,27471950,3615,"0","orth"
"5435",47,5,127,32,27478865,27482186,3321,"20","orth"
"5535",47,3,83,33,27485310,27488977,3667,"0","mask"
"5634",47,1,87,34,27493206,27497546,4340,"0","valid"
"5732",47,5,37,35,27501128,27504553,3425,"20","orth"
"5935",47,3,119,36,27511861,27515110,3249,"0","mask"
"6034",47,4,84,37,27519718,27523587,3869,"20","valid"
"6134",47,2,10,38,27528568,27531797,3229,"0","orth"
"6331",47,2,40,39,27562825,27565982,3157,"0","orth"
"6539",47,5,133,40,27573865,27576702,2837,"20","orth"
"6634",47,5,85,41,27580565,27584186,3621,"20","orth"
"6729",47,3,113,42,27587539,27590003,2464,"0","mask"
"6834",47,1,57,43,27593128,27595428,2300,"0","valid"
"6934",47,4,126,44,27599520,27602677,3157,"20","valid"
"7034",47,3,47,45,27605638,27607691,2053,"0","mask"
"7230",47,5,25,46,27614037,27618698,4661,"20","orth"
"7436",47,2,76,47,27624953,27627535,2582,"0","orth"
"7535",47,2,16,48,27643294,27646883,3589,"0","orth"
"7729",47,3,77,49,27658524,27661524,3000,"0","mask"
"7837",47,6,20,50,27664786,27667498,2712,"20","mask"
"8030",47,2,136,51,27674859,27677643,2784,"0","orth"
"8135",47,6,122,52,27680611,27683886,3275,"20","mask"
"8235",47,3,101,53,27687134,27690553,3419,"0","mask"
"8337",47,6,128,54,27693696,27697141,3445,"20","mask"
"8426",47,4,30,55,27700070,27702985,2915,"20","valid"
"8639",47,4,102,56,27708377,27711312,2935,"20","valid"
"8728",47,5,103,57,27715168,27718652,3484,"20","orth"
"8835",47,2,88,58,27722633,27726163,3530,"0","orth"
"8932",47,3,41,59,27731124,27733738,2614,"0","mask"
"9133",47,6,50,60,27740248,27743366,3118,"20","mask"
"9334",47,1,33,61,27750890,27754753,3863,"0","valid"
"9535",47,2,64,62,27760551,27763910,3359,"0","orth"
"9627",47,1,93,63,27767198,27770688,3490,"0","valid"
"9732",47,2,94,64,27774100,27777500,3400,"0","orth"
"9833",47,6,116,65,27781108,27784206,3098,"20","mask"
"9935",47,5,1,66,27821260,27824692,3432,"20","orth"
"10152",47,1,45,67,27831307,27834477,3170,"0","valid"
"10335",47,1,51,68,27841465,27844726,3261,"0","valid"
"10530",47,4,120,69,27852884,27855335,2451,"20","valid"
"10636",47,3,125,70,27860204,27863289,3085,"0","mask"
"10733",47,4,108,71,27866910,27870296,3386,"20","valid"
"10832",47,1,117,72,27873754,27875911,2157,"0","valid"
"10935",47,6,14,73,27880709,27884526,3817,"20","mask"
"11142",47,4,54,74,27892965,27895834,2869,"20","valid"
"11330",47,5,79,75,27902514,27906051,3537,"20","orth"
"11438",47,1,39,76,27909632,27912704,3072,"0","valid"
"11637",47,4,72,77,27919809,27922777,2968,"20","valid"
"11737",47,5,121,78,27926516,27929849,3333,"20","orth"
"11835",47,5,7,79,27932869,27935778,2909,"20","orth"
"12035",47,3,17,80,27942844,27945746,2902,"0","mask"
"12238",47,1,9,81,27952864,27955871,3007,"0","valid"
"12434",47,6,98,82,27962825,27966420,3595,"20","mask"
"12531",47,2,28,83,27969473,27971989,2516,"0","orth"
"12732",47,3,95,84,27977519,27980539,3020,"0","mask"
"12832",47,1,111,85,27983872,27986225,2353,"0","valid"
"12936",47,6,74,86,27989337,27992193,2856,"20","mask"
"13029",47,3,59,87,27996533,27999089,2556,"0","mask"
"13146",47,6,104,88,28003364,28007240,3876,"20","mask"
"13235",47,1,99,89,28011286,28013567,2281,"0","valid"
"13331",47,3,53,90,28016711,28019692,2981,"0","mask"
"13528",47,4,42,91,28025451,28028660,3209,"20","valid"
"13734",47,5,49,92,28035000,28038027,3027,"20","orth"
"13932",47,4,60,93,28044086,28047642,3556,"20","valid"
"14034",47,6,86,94,28050668,28053407,2739,"20","mask"
"14142",47,1,105,95,28058394,28062328,3934,"0","valid"
"14237",47,5,67,96,28065211,28067813,2602,"20","orth"
"14337",47,2,124,97,28070754,28073061,2307,"0","orth"
"14434",47,3,35,98,28077376,28080068,2692,"0","mask"
"14635",47,1,129,99,28086748,28088539,1791,"0","valid"
"14731",47,5,73,100,28093174,28095971,2797,"20","orth"
"14829",47,2,118,101,28099115,28101828,2713,"0","orth"
"14935",47,1,81,102,28104593,28107220,2627,"0","valid"
"15036",47,5,19,103,28110266,28113358,3092,"20","orth"
"15238",47,4,48,104,28121568,28123306,1738,"20","valid"
"15434",47,2,100,105,28130758,28133104,2346,"0","orth"
"15532",47,2,106,106,28135869,28138294,2425,"0","orth"
"15630",47,6,26,107,28143877,28146236,2359,"20","mask"
"15835",47,1,27,108,28153890,28156243,2353,"0","valid"
"16038",47,3,29,109,28161943,28165250,3307,"0","mask"
"16234",47,4,24,110,28173630,28176480,2850,"20","valid"
"16436",47,1,63,111,28182042,28184774,2732,"0","valid"
"16535",47,6,68,112,28188749,28192291,3542,"20","mask"
"16629",47,5,97,113,28195259,28197468,2209,"20","orth"
"16737",47,5,31,114,28202867,28205835,2968,"20","orth"
"16936",47,5,43,115,28211815,28214332,2517,"20","orth"
"17142",47,3,107,116,28221228,28223516,2288,"0","mask"
"17233",47,2,4,117,28227261,28229536,2275,"0","orth"
"17429",47,6,110,118,28235981,28239197,3216,"20","mask"
"17534",47,3,23,119,28242419,28244942,2523,"0","mask"
"17732",47,2,58,120,28250668,28254289,3621,"0","orth"
"17836",47,6,2,121,28258028,28260930,2902,"20","mask"
"18033",47,1,75,122,28270316,28273147,2831,"0","valid"
"18151",47,3,71,123,28276447,28278663,2216,"0","mask"
"18230",47,2,70,124,28281971,28284677,2706,"0","orth"
"18331",47,4,90,125,28288330,28291938,3608,"20","valid"
"18433",47,5,109,126,28296691,28299684,2993,"20","orth"
"18531",47,4,36,127,28303279,28306044,2765,"20","valid"
"18732",47,6,8,128,28312554,28315235,2681,"20","mask"
"18933",47,6,38,129,28324261,28327634,3373,"20","mask"
"19143",47,1,69,130,28334942,28337210,2268,"0","valid"
"19239",47,6,92,131,28340197,28345740,5543,"20","mask"
"19333",47,6,62,132,28349537,28352073,2536,"20","mask"
"19432",47,4,78,133,28355812,28358930,3118,"20","valid"
"19529",47,1,21,134,28362924,28365146,2222,"0","valid"
"19733",47,4,114,135,28371199,28374448,3249,"20","valid"
"19831",47,4,66,136,28378016,28380749,2733,"20","valid"
"19938",47,6,44,137,28386206,28388553,2347,"20","mask"
"20133",47,2,130,138,28395226,28397821,2595,"0","orth"
"10153",48,3,4,1,29600744,29604810,4066,"0","mask"
"12141",48,5,84,2,29611157,29615693,4536,"20","orth"
"13147",48,6,31,3,29618680,29623183,4503,"20","mask"
"15143",48,1,50,4,29629348,29633622,4274,"0","valid"
"17143",48,4,107,5,29639583,29643793,4210,"20","valid"
"18152",48,6,97,6,29646362,29649460,3098,"20","mask"
"19144",48,6,103,7,29656872,29659487,2615,"20","mask"
"2041",48,6,127,8,29662748,29665239,2491,"20","mask"
"2139",48,3,46,9,29668043,29671383,3340,"0","mask"
"2334",48,2,57,10,29679612,29683652,4040,"0","orth"
"2432",48,2,117,11,29687155,29689743,2588,"0","orth"
"2533",48,1,104,12,29693803,29697731,3928,"0","valid"
"2640",48,1,74,13,29700646,29704411,3765,"0","valid"
"2731",48,3,100,14,29708431,29712863,4432,"0","mask"
"2835",48,3,64,15,29716503,29720876,4373,"0","mask"
"2936",48,2,21,16,29724733,29727648,2915,"0","orth"
"3134",48,6,109,17,29733995,29737832,3837,"20","mask"
"3233",48,5,78,18,29741289,29744263,2974,"20","orth"
"3334",48,5,48,19,29748663,29750401,1738,"20","orth"
"3532",48,3,112,20,29758957,29761493,2536,"0","mask"
"3634",48,5,126,21,29764820,29769448,4628,"20","orth"
"3731",48,5,24,22,29773187,29776965,3778,"20","orth"
"3932",48,1,32,23,29783893,29788142,4249,"0","valid"
"4140",48,5,66,24,29795594,29799104,3510,"20","orth"
"4233",48,2,111,25,29802607,29805751,3144,"0","orth"
"4331",48,4,95,26,29809216,29813667,4451,"20","valid"
"4437",48,3,130,27,29817445,29821615,4170,"0","mask"
"4529",48,5,6,28,29824373,29827642,3269,"20","orth"
"4731",48,2,105,29,29835276,29838727,3451,"0","orth"
"4836",48,5,60,30,29842401,29845283,2882,"20","orth"
"4927",48,5,36,31,29848179,29850643,2464,"20","orth"
"5133",48,6,79,32,29857167,29861814,4647,"20","mask"
"5235",48,6,133,33,29866409,29869906,3497,"20","mask"
"5333",48,1,20,34,29873586,29877050,3464,"0","valid"
"5536",48,5,108,35,29886005,29889730,3725,"20","orth"
"5635",48,3,52,36,29893051,29896947,3896,"0","mask"
"5831",48,3,34,37,29904575,29908019,3444,"0","mask"
"6035",48,3,22,38,29914915,29919014,4099,"0","mask"
"6235",48,1,80,39,29924550,29927308,2758,"0","valid"
"6332",48,2,123,40,29932237,29936100,3863,"0","orth"
"6433",48,5,138,41,29939401,29944257,4856,"20","orth"
"6540",48,2,51,42,29947408,29950597,3189,"0","orth"
"6730",48,2,87,43,29957925,29961062,3137,"0","orth"
"6835",48,6,73,44,29964160,29967389,3229,"20","mask"
"6935",48,3,40,45,29972167,29975998,3831,"0","mask"
"7132",48,1,98,46,29982449,29985913,3464,"0","valid"
"7231",48,5,102,47,29989652,29992659,3007,"20","orth"
"7331",48,6,61,48,29997601,30001411,3810,"20","mask"
"7437",48,4,29,49,30004712,30009366,4654,"20","valid"
"7638",48,1,68,50,30016831,30021824,4993,"0","valid"
"7730",48,6,67,51,30024955,30027936,2981,"20","mask"
"7838",48,3,124,52,30031315,30034864,3549,"0","mask"
"7936",48,6,115,53,30038760,30042139,3379,"20","mask"
"8031",48,1,2,54,30045963,30048774,2811,"0","valid"
"8236",48,2,33,55,30059311,30064088,4777,"0","orth"
"8427",48,4,83,56,30072102,30076606,4504,"20","valid"
"8531",48,1,8,57,30080194,30084488,4294,"0","valid"
"8729",48,1,86,58,30091103,30094711,3608,"0","valid"
"8836",48,3,76,59,30099836,30104522,4686,"0","mask"
"8933",48,5,132,60,30107359,30111196,3837,"20","orth"
"9031",48,2,15,61,30114523,30117085,2562,"0","orth"
"9237",48,1,122,62,30124537,30128210,3673,"0","valid"
"9335",48,1,44,63,30131747,30133779,2032,"0","valid"
"9536",48,1,116,64,30141989,30145636,3647,"0","valid"
"9628",48,1,92,65,30149702,30153748,4046,"0","valid"
"9733",48,1,62,66,30165997,30171409,5412,"0","valid"
"9834",48,5,90,67,30174795,30177645,2850,"20","orth"
"9936",48,4,47,68,30180953,30184482,3529,"20","valid"
"10154",48,4,41,69,30190424,30193476,3052,"20","valid"
"10336",48,3,10,70,30199326,30202823,3497,"0","mask"
"10531",48,3,70,71,30210758,30217210,6452,"0","mask"
"10637",48,2,63,72,30222485,30225785,3300,"0","orth"
"10734",48,4,77,73,30228949,30233322,4373,"20","valid"
"10833",48,4,17,74,30236675,30239983,3308,"20","valid"
"11028",48,3,82,75,30246781,30249787,3006,"0","mask"
"11143",48,4,101,76,30252872,30256461,3589,"20","valid"
"11233",48,4,35,77,30259873,30262513,2640,"20","valid"
"11439",48,4,125,78,30270220,30273481,3261,"20","valid"
"11528",48,3,94,79,30276802,30282626,5824,"0","mask"
"11638",48,6,121,80,30285992,30289875,3883,"20","mask"
"11738",48,2,129,81,30293352,30298601,5249,"0","orth"
"11836",48,6,91,82,30302163,30304849,2686,"20","mask"
"11931",48,5,120,83,30308405,30312347,3942,"20","orth"
"12036",48,6,49,84,30315837,30319249,3412,"20","mask"
"12239",48,5,42,85,30325681,30329093,3412,"20","orth"
"12435",48,5,30,86,30336211,30339447,3236,"20","orth"
"12631",48,2,81,87,30345990,30349271,3281,"0","orth"
"12733",48,1,38,88,30352565,30356088,3523,"0","valid"
"12937",48,4,11,89,30364422,30367298,2876,"20","valid"
"13148",48,2,27,90,30373723,30377893,4170,"0","orth"
"13332",48,2,3,91,30384750,30387692,2942,"0","orth"
"13529",48,4,59,92,30394797,30398398,3601,"20","valid"
"13634",48,2,39,93,30401340,30404235,2895,"0","orth"
"13829",48,3,28,94,30411066,30414648,3582,"0","mask"
"14035",48,1,110,95,30423393,30427505,4112,"0","valid"
"14143",48,3,16,96,30431727,30434793,3066,"0","mask"
"14338",48,2,45,97,30441244,30445434,4190,"0","orth"
"14531",48,5,114,98,30452376,30456127,3751,"20","orth"
"14636",48,2,75,99,30459783,30465324,5541,"0","orth"
"14732",48,4,113,100,30468775,30472240,3465,"20","valid"
"14830",48,4,89,101,30476273,30480475,4202,"20","valid"
"14936",48,6,1,102,30484352,30487208,2856,"20","mask"
"15144",48,4,119,103,30493587,30497313,3726,"20","valid"
"15239",48,6,7,104,30500771,30503810,3039,"20","mask"
"15435",48,2,99,105,30513550,30517230,3680,"0","orth"
"15533",48,6,55,106,30520478,30522995,2517,"20","mask"
"15631",48,1,14,107,30526315,30529917,3602,"0","valid"
"15836",48,6,43,108,30537107,30541218,4111,"20","mask"
"16039",48,5,12,109,30549402,30551670,2268,"20","orth"
"16235",48,4,71,110,30558598,30562677,4079,"20","valid"
"16335",48,4,23,111,30566396,30568592,2196,"20","valid"
"16536",48,3,136,112,30574658,30578214,3556,"0","mask"
"16630",48,3,118,113,30581338,30585214,3876,"0","mask"
"16738",48,5,72,114,30588725,30591378,2653,"20","orth"
"16835",48,2,9,115,30595013,30597575,2562,"0","orth"
"17035",48,4,65,116,30604765,30606922,2157,"20","valid"
"17144",48,5,96,117,30610393,30614046,3653,"20","orth"
"17234",48,6,13,118,30617576,30621308,3732,"20","mask"
"17430",48,6,25,119,30627988,30630910,2922,"20","mask"
"17636",48,4,53,120,30637107,30640303,3196,"20","valid"
"17837",48,3,58,121,30646166,30649637,3471,"0","mask"
"17931",48,6,37,122,30652475,30656056,3581,"20","mask"
"18153",48,1,56,123,30664390,30668422,4032,"0","valid"
"18231",48,5,54,124,30672338,30675077,2739,"20","orth"
"18434",48,6,19,125,30682587,30686398,3811,"20","mask"
"18632",48,4,131,126,30695117,30699189,4072,"20","valid"
"18733",48,3,88,127,30702791,30707033,4242,"0","mask"
"18832",48,6,85,128,30710334,30714046,3712,"20","mask"
"18934",48,2,135,129,30717707,30721191,3484,"0","orth"
"19032",48,5,18,130,30724355,30728021,3666,"20","orth"
"19240",48,2,69,131,30734774,30737257,2483,"0","orth"
"19334",48,4,137,132,30741428,30744833,3405,"20","valid"
"19433",48,1,26,133,30747833,30751389,3556,"0","valid"
"19634",48,2,93,134,30760318,30763285,2967,"0","orth"
"19734",48,3,106,135,30766495,30769566,3071,"0","mask"
"19832",48,4,5,136,30773175,30777338,4163,"20","valid"
"20033",48,1,128,137,30785960,30791986,6026,"0","valid"
"20134",48,1,134,138,30796549,30799549,3000,"0","valid"
"10155",49,6,12,1,744872,747414,2542,"20","mask"
"12142",49,5,137,2,753212,755833,2621,"20","orth"
"13149",49,2,104,3,759454,763003,3549,"0","orth"
"14144",49,2,8,4,767102,769867,2765,"0","orth"
"16135",49,1,79,5,776253,778076,1823,"0","valid"
"17145",49,4,4,6,781109,784371,3262,"20","valid"
"19145",49,6,66,7,790469,792672,2203,"20","mask"
"2042",49,2,68,8,795816,798816,3000,"0","orth"
"2140",49,5,59,9,802660,805497,2837,"20","orth"
"2235",49,1,13,10,808922,812150,3228,"0","valid"
"2433",49,3,39,11,818726,822700,3974,"0","mask"
"2641",49,1,31,12,829406,831609,2203,"0","valid"
"2836",49,6,72,13,837315,839851,2536,"20","mask"
"2937",49,4,136,14,842904,846545,3641,"20","valid"
"3034",49,1,85,15,849859,852721,2862,"0","valid"
"3135",49,3,45,16,855754,858500,2746,"0","mask"
"3335",49,4,76,17,863964,867696,3732,"20","valid"
"3435",49,1,115,18,870696,872991,2295,"0","valid"
"3533",49,3,69,19,875821,879089,3268,"0","mask"
"3635",49,2,98,20,882115,885743,3628,"0","orth"
"3732",49,6,132,21,888534,891011,2477,"20","mask"
"3834",49,4,10,22,894234,897149,2915,"20","valid"
"4035",49,1,37,23,903941,909532,5591,"0","valid"
"4234",49,5,125,24,932707,936184,3477,"20","orth"
"4332",49,2,44,25,939708,941819,2111,"0","orth"
"4530",49,6,102,26,947518,949996,2478,"20","mask"
"4635",49,2,92,27,953048,956643,3595,"0","orth"
"4732",49,6,138,28,959898,962879,2981,"20","mask"
"4837",49,1,127,29,967285,969526,2241,"0","valid"
"4928",49,2,32,30,972801,975010,2209,"0","orth"
"5134",49,3,99,31,981024,983377,2353,"0","mask"
"5236",49,6,120,32,986462,989149,2687,"20","mask"
"5334",49,3,75,33,992443,995783,3340,"0","mask"
"5436",49,5,41,34,999104,1001868,2764,"20","orth"
"5636",49,3,9,35,1008071,1011653,3582,"0","mask"
"5832",49,1,43,36,1018275,1022314,4039,"0","valid"
"6036",49,5,89,37,1028353,1032079,3726,"20","orth"
"6135",49,6,18,38,1035759,1039871,4112,"20","mask"
"6333",49,4,58,39,1045518,1048989,3471,"20","valid"
"6434",49,3,87,40,1052669,1055911,3242,"0","mask"
"6541",49,1,91,41,1059140,1062062,2922,"0","valid"
"6635",49,1,49,42,1065022,1068069,3047,"0","valid"
"6836",49,4,70,43,1073690,1077919,4229,"20","valid"
"6936",49,1,19,44,1080939,1082984,2045,"0","valid"
"7133",49,6,126,45,1089325,1094384,5059,"20","mask"
"7232",49,6,114,46,1098430,1102182,3752,"20","mask"
"7332",49,2,128,47,1104777,1108326,3549,"0","orth"
"7438",49,4,88,48,1112058,1115294,3236,"20","valid"
"7536",49,4,100,49,1118634,1122484,3850,"20","valid"
"7639",49,5,131,50,1125850,1128955,3105,"20","orth"
"7731",49,4,118,51,1132354,1136197,3843,"20","valid"
"7839",49,5,107,52,1139753,1142387,2634,"20","orth"
"7937",49,2,134,53,1145949,1147832,1883,"0","orth"
"8032",49,5,29,54,1150701,1153590,2889,"20","orth"
"8237",49,3,135,55,1159669,1162552,2883,"0","mask"
"8338",49,3,21,56,1165885,1168500,2615,"0","mask"
"8532",49,5,5,57,1174958,1178579,3621,"20","orth"
"8730",49,1,103,58,1184357,1188410,4053,"0","valid"
"8837",49,4,22,59,1192135,1194809,2674,"20","valid"
"9032",49,3,93,60,1200352,1202678,2326,"0","mask"
"9134",49,1,1,61,1205607,1208215,2608,"0","valid"
"9336",49,3,63,62,1214320,1218830,4510,"0","mask"
"9428",49,5,53,63,1221850,1224523,2673,"20","orth"
"9629",49,6,30,64,1229667,1231556,1889,"20","mask"
"9835",49,1,61,65,1237302,1239576,2274,"0","valid"
"9937",49,4,82,66,1268460,1272363,3903,"20","valid"
"10038",49,6,54,67,1275415,1278814,3399,"20","mask"
"10232",49,4,16,68,1287592,1289965,2373,"20","valid"
"10431",49,2,122,69,1295632,1296965,1333,"0","orth"
"10532",49,3,33,70,1300358,1304012,3654,"0","mask"
"10735",49,2,50,71,1309639,1312738,3099,"0","orth"
"10936",49,4,106,72,1318339,1321595,3256,"20","valid"
"11029",49,1,55,73,1325601,1327471,1870,"0","valid"
"11144",49,3,129,74,1330255,1333942,3687,"0","mask"
"11234",49,2,56,75,1337092,1339988,2896,"0","orth"
"11331",49,3,123,76,1343472,1345975,2503,"0","mask"
"11440",49,4,28,77,1349407,1352132,2725,"20","valid"
"11639",49,3,81,78,1358460,1361061,2601,"0","mask"
"11739",49,2,62,79,1364049,1367147,3098,"0","orth"
"11837",49,6,84,80,1370343,1375866,5523,"20","mask"
"11932",49,4,64,81,1379141,1382246,3105,"20","valid"
"12037",49,4,52,82,1385056,1387651,2595,"20","valid"
"12240",49,1,73,83,1393815,1396037,2222,"0","valid"
"12329",49,5,95,84,1399613,1403940,4327,"20","orth"
"12436",49,2,86,85,1408176,1410234,2058,"0","orth"
"12532",49,6,36,86,1413725,1415921,2196,"20","mask"
"12734",49,5,83,87,1421719,1425209,3490,"20","orth"
"12833",49,1,121,88,1428353,1429967,1614,"0","valid"
