"","sub","item","cond","seq","word","wordID","FFD","SFD","GD","TVT","nfix1","nfix2","nfixAll","regress","skip_1st","skip_total","deg","prev"
"62714",33,52,6,20,6,"crack",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"62744",33,54,2,58,10,"cruise",221,221,221,221,1,0,1,0,0,0,"0","orth"
"62757",33,55,3,114,9,"flirt",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"62768",33,56,4,128,8,"mirth",513,513,513,721,1,1,2,1,0,0,"20","valid"
"62782",33,57,5,109,7,"swerve",181,181,181,181,1,0,1,0,0,0,"20","orth"
"62798",33,58,6,87,7,"swirl",327,327,327,327,1,0,1,0,0,0,"20","mask"
"62811",33,59,1,116,6,"smirk",244,244,244,244,1,0,1,0,0,0,"0","valid"
"62827",33,60,2,107,5,"speak",271,271,271,271,1,0,1,0,0,0,"0","orth"
"62848",33,61,3,83,10,"fleece",338,338,338,338,1,0,1,0,0,0,"0","mask"
"62862",33,62,4,79,9,"third",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"62874",33,63,5,78,8,"heave",NA,NA,NA,332,0,1,1,1,1,0,"20","orth"
"62903",33,65,1,63,8,"teeth",358,358,358,358,1,0,1,0,0,0,"0","valid"
"62977",33,70,6,71,13,"lynch",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"62987",33,71,1,104,7,"nerve",176,176,176,176,1,0,1,0,0,0,"0","valid"
"62997",33,72,2,17,5,"youth",200,200,200,200,1,0,1,0,0,0,"0","orth"
"63009",33,73,3,110,7,"sleet",211,211,211,624,1,2,3,1,0,0,"0","mask"
"63021",33,74,4,1,6,"coil",230,230,230,230,1,0,1,0,0,0,"20","valid"
"63034",33,75,5,75,4,"dean",NA,NA,NA,302,0,1,1,1,1,0,"20","orth"
"63051",33,76,6,7,7,"glean",229,229,229,888,1,2,3,1,0,0,"20","mask"
"63064",33,77,1,10,7,"tech",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"63080",33,78,2,94,8,"thirst",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"63105",33,80,4,122,7,"nurse",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"63137",33,82,6,66,9,"cheek",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"63152",33,83,1,35,9,"cleat",219,219,219,219,1,0,1,0,0,0,"0","valid"
"63166",33,84,2,60,7,"terse",471,471,471,1644,1,4,5,1,0,0,"0","orth"
"63179",33,85,3,38,7,"fern",186,186,186,186,1,0,1,0,0,0,"0","mask"
"63192",33,86,4,52,5,"deal",NA,NA,NA,260,0,1,1,1,1,0,"20","valid"
"63250",33,90,2,67,5,"weep",402,402,402,402,1,0,1,0,0,0,"0","orth"
"63263",33,91,3,82,5,"meek",348,348,348,348,1,0,1,0,0,0,"0","mask"
"63281",33,92,4,91,9,"keep",NA,NA,NA,162,0,1,1,1,1,0,"20","valid"
"63325",33,95,1,101,8,"whirl",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"63339",33,96,2,43,6,"teal",382,382,382,530,1,1,2,1,0,0,"0","orth"
"63377",33,99,5,49,4,"work",271,NA,365,365,2,0,2,0,0,0,"20","orth"
"63397",33,100,6,130,7,"dwarf",254,254,254,254,1,0,1,0,0,0,"20","mask"
"63408",33,101,1,32,5,"prove",NA,NA,NA,184,0,1,1,1,1,0,"0","valid"
"63424",33,102,2,88,8,"churn",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"63453",33,104,4,45,11,"nine",169,169,169,746,1,2,3,1,0,0,"20","valid"
"63465",33,105,5,9,6,"horn",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"63477",33,106,6,62,7,"sash",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"63490",33,107,1,85,8,"spit",188,188,188,470,1,1,2,1,0,0,"0","valid"
"63504",33,108,2,105,6,"rake",NA,NA,NA,254,0,1,1,1,1,0,"0","orth"
"63535",33,110,4,64,7,"plum",241,241,241,241,1,0,1,0,0,0,"20","valid"
"63547",33,111,5,119,6,"noon",215,215,215,215,1,0,1,0,0,0,"20","orth"
"63577",33,113,1,131,8,"blast",NA,NA,NA,440,0,1,1,1,1,0,"0","valid"
"63586",33,114,2,99,5,"brawl",275,275,275,275,1,0,1,0,0,0,"0","orth"
"63601",33,115,3,6,8,"chalk",271,271,271,367,1,1,2,1,0,0,"0","mask"
"63613",33,116,4,48,7,"claim",346,346,346,346,1,0,1,0,0,0,"20","valid"
"63625",33,117,5,68,6,"faint",NA,NA,NA,233,0,1,1,1,1,0,"20","orth"
"63656",33,119,1,23,9,"flood",343,343,343,343,1,0,1,0,0,0,"0","valid"
"63670",33,120,2,113,7,"frame",NA,NA,NA,163,0,1,1,1,1,0,"0","orth"
"63684",33,121,3,132,8,"glade",181,181,181,471,1,1,2,1,0,0,"0","mask"
"63696",33,122,4,121,6,"truth",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"63707",33,123,5,96,6,"trunk",253,253,253,333,1,1,2,1,0,0,"20","orth"
"63724",33,124,6,41,8,"sweet",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"63734",33,125,1,138,4,"slate",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"63751",33,126,2,12,9,"strut",NA,NA,NA,305,0,1,1,1,1,0,"0","orth"
"63765",33,127,3,134,9,"speed",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"63774",33,128,4,21,4,"pulse",99,99,99,99,1,0,1,0,0,0,"20","valid"
"63790",33,129,5,28,5,"prone",283,283,283,629,1,1,2,1,0,0,"20","orth"
"63810",33,130,6,8,12,"marsh",194,194,194,194,1,0,1,0,0,0,"20","mask"
"63824",33,131,1,29,9,"shelf",225,225,225,225,1,0,1,0,0,0,"0","valid"
"63838",33,132,2,129,7,"plate",318,318,318,483,1,1,2,1,0,0,"0","orth"
"63851",33,133,3,136,8,"drive",197,197,197,197,1,0,1,0,0,0,"0","mask"
"63864",33,134,4,125,6,"flinch",356,356,356,584,1,1,2,1,0,0,"20","valid"
"63880",33,135,5,26,6,"clench",273,273,273,539,1,1,2,1,0,0,"20","orth"
"63898",33,136,6,53,7,"client",265,265,265,265,1,0,1,0,0,0,"20","mask"
"63926",33,138,2,39,9,"groove",248,248,248,248,1,0,1,0,0,0,"0","orth"
"63940",34,1,4,103,8,"hurt",549,549,549,549,1,0,1,0,0,0,"20","valid"
"63952",34,2,5,121,6,"type",265,265,265,265,1,0,1,0,0,0,"20","orth"
"63985",34,4,1,53,8,"purse",373,373,373,373,1,0,1,0,0,0,"0","valid"
"64002",34,5,2,124,9,"stern",246,NA,417,417,2,0,2,0,0,0,"0","orth"
"64048",34,8,5,4,12,"church",194,194,194,194,1,0,1,0,0,0,"20","orth"
"64067",34,9,6,21,14,"burp",182,182,182,182,1,0,1,0,0,0,"20","mask"
"64081",34,10,1,137,11,"noun",177,177,177,177,1,0,1,0,0,0,"0","valid"
"64092",34,11,2,105,5,"skirt",238,238,238,238,1,0,1,0,0,0,"0","orth"
"64112",34,12,3,96,11,"serve",239,239,239,239,1,0,1,0,0,0,"0","mask"
"64121",34,13,4,91,5,"worst",NA,NA,NA,193,0,1,1,1,1,0,"20","valid"
"64140",34,14,5,57,8,"purge",234,NA,581,581,2,0,2,0,0,0,"20","orth"
"64151",34,15,6,125,4,"term",339,339,339,339,1,0,1,0,0,0,"20","mask"
"64182",34,17,2,95,6,"plea",170,170,170,170,1,0,1,0,0,0,"0","orth"
"64199",34,18,3,134,6,"sleeve",227,NA,401,735,2,2,4,1,0,0,"0","mask"
"64210",34,19,4,135,6,"sweep",195,195,195,195,1,0,1,0,0,0,"20","valid"
"64240",34,21,6,11,9,"sneak",198,198,198,198,1,0,1,0,0,0,"20","mask"
"64254",34,22,1,47,10,"steam",228,228,228,443,1,1,2,1,0,0,"0","valid"
"64264",34,23,2,70,5,"beef",143,143,143,564,1,2,3,1,0,0,"0","orth"
"64319",34,27,6,90,5,"steep",349,349,349,493,1,1,2,1,0,0,"20","mask"
"64333",34,28,1,36,5,"veal",212,212,212,551,1,2,3,1,0,0,"0","valid"
"64349",34,29,2,64,8,"cleave",254,254,254,568,1,1,2,1,0,0,"0","orth"
"64371",34,31,4,129,6,"shrew",269,269,269,269,1,0,1,0,0,0,"20","valid"
"64387",34,32,5,6,7,"slur",274,274,274,378,1,1,2,1,0,0,"20","orth"
"64405",34,33,6,131,9,"bush",175,175,175,343,1,1,2,1,0,0,"20","mask"
"64419",34,34,1,40,7,"cold",486,486,486,486,1,0,1,0,0,0,"0","valid"
"64447",34,36,3,100,7,"lisp",372,372,372,372,1,0,1,0,0,0,"0","mask"
"64501",34,40,1,22,10,"team",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"64540",34,43,4,98,4,"chain",226,226,226,226,1,0,1,0,0,0,"20","valid"
"64554",34,44,5,34,7,"death",220,220,220,220,1,0,1,0,0,0,"20","orth"
"64568",34,45,6,59,8,"draft",252,252,252,252,1,0,1,0,0,0,"20","mask"
"64578",34,46,1,97,5,"fifth",181,181,181,181,1,0,1,0,0,0,"0","valid"
"64596",34,47,2,69,7,"ghost",345,345,345,345,1,0,1,0,0,0,"0","orth"
"64635",34,50,5,31,8,"clone",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"64652",34,51,6,86,11,"knife",246,246,246,246,1,0,1,0,0,0,"20","mask"
"64661",34,52,1,87,6,"crack",198,198,198,198,1,0,1,0,0,0,"0","valid"
"64674",34,53,2,89,6,"flask",243,243,243,243,1,0,1,0,0,0,"0","orth"
"64730",34,57,6,61,7,"swerve",429,429,429,429,1,0,1,0,0,0,"20","mask"
"64796",34,61,4,76,10,"fleece",252,252,252,252,1,0,1,0,0,0,"20","valid"
"64822",34,63,6,2,8,"heave",603,603,603,772,1,1,2,1,0,0,"20","mask"
"64839",34,64,1,118,11,"turf",328,328,328,328,1,0,1,0,0,0,"0","valid"
"64894",34,68,5,3,11,"gleam",238,238,238,238,1,0,1,0,0,0,"20","orth"
"64907",34,69,6,78,8,"tweed",200,NA,566,566,2,0,2,0,0,0,"20","mask"
"64925",34,70,1,84,13,"lynch",NA,NA,NA,291,0,2,2,1,1,0,"0","valid"
"64945",34,72,3,62,5,"youth",346,346,346,346,1,0,1,0,0,0,"0","mask"
"64957",34,73,4,122,7,"sleet",193,193,193,393,1,1,2,1,0,0,"20","valid"
"64969",34,74,5,123,6,"coil",387,387,387,735,1,1,2,1,0,0,"20","orth"
"64982",34,75,6,93,4,"dean",538,538,538,538,1,0,1,0,0,0,"20","mask"
"64999",34,76,1,119,7,"glean",180,180,180,821,1,3,4,1,0,0,"0","valid"
"65012",34,77,2,49,7,"tech",428,428,428,428,1,0,1,0,0,0,"0","orth"
"65028",34,78,3,132,8,"thirst",197,197,197,376,1,1,2,1,0,0,"0","mask"
"65053",34,80,5,15,7,"nurse",222,NA,377,377,2,0,2,0,0,0,"20","orth"
"65072",34,81,6,1,11,"cheat",220,220,220,220,1,0,1,0,0,0,"20","mask"
"65127",34,85,4,112,7,"fern",343,343,343,343,1,0,1,0,0,0,"20","valid"
"65158",34,87,6,23,10,"sheen",233,233,233,233,1,0,1,0,0,0,"20","mask"
"65212",34,91,4,33,5,"meek",183,183,183,313,1,1,2,1,0,0,"20","valid"
"65245",34,93,6,106,9,"neat",328,328,328,328,1,0,1,0,0,0,"20","mask"
"65256",34,94,1,68,6,"gross",217,217,217,217,1,0,1,0,0,0,"0","valid"
"65272",34,95,2,66,8,"whirl",502,NA,674,674,2,0,2,0,0,0,"0","orth"
"65306",34,97,4,39,11,"worth",167,167,167,604,1,1,2,1,0,0,"20","valid"
"65318",34,98,5,72,10,"seethe",390,390,390,390,1,0,1,0,0,0,"20","orth"
"65325",34,99,6,50,4,"work",219,219,219,219,1,0,1,0,0,0,"20","mask"
"65372",34,102,3,110,8,"churn",228,228,228,228,1,0,1,0,0,0,"0","mask"
"65438",34,107,2,9,8,"spit",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"65452",34,108,3,16,6,"rake",398,398,398,398,1,0,1,0,0,0,"0","mask"
"65467",34,109,4,48,6,"reap",257,257,257,257,1,0,1,0,0,0,"20","valid"
"65483",34,110,5,12,7,"plum",317,317,317,317,1,0,1,0,0,0,"20","orth"
"65495",34,111,6,20,6,"noon",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"65526",34,113,2,52,8,"blast",NA,NA,NA,399,0,1,1,1,1,0,"0","orth"
"65535",34,114,3,63,5,"brawl",407,407,407,407,1,0,1,0,0,0,"0","mask"
"65562",34,116,5,128,7,"claim",294,294,294,591,1,1,2,1,0,0,"20","orth"
"65574",34,117,6,60,6,"faint",200,200,200,200,1,0,1,0,0,0,"20","mask"
"65587",34,118,1,43,6,"flake",NA,NA,NA,177,0,1,1,1,1,0,"0","valid"
"65619",34,120,3,75,7,"frame",357,357,357,357,1,0,1,0,0,0,"0","mask"
"65633",34,121,4,8,8,"glade",248,248,248,248,1,0,1,0,0,0,"20","valid"
"65655",34,123,6,19,6,"trunk",327,327,327,327,1,0,1,0,0,0,"20","mask"
"65673",34,124,1,17,8,"sweet",151,151,151,151,1,0,1,0,0,0,"0","valid"
"65683",34,125,2,24,4,"slate",382,382,382,382,1,0,1,0,0,0,"0","orth"
"65714",34,127,4,83,9,"speed",220,220,220,220,1,0,1,0,0,0,"20","valid"
"65723",34,128,5,115,4,"pulse",331,331,331,331,1,0,1,0,0,0,"20","orth"
"65773",34,131,2,42,9,"shelf",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"65787",34,132,3,92,7,"plate",346,346,346,346,1,0,1,0,0,0,"0","mask"
"65800",34,133,4,114,8,"drive",309,309,309,309,1,0,1,0,0,0,"20","valid"
"65814",34,134,5,58,6,"flinch",373,373,373,373,1,0,1,0,0,0,"20","orth"
"65848",34,136,1,138,7,"client",204,204,204,204,1,0,1,0,0,0,"0","valid"
"65859",34,137,2,10,5,"slouch",298,298,298,298,1,0,1,0,0,0,"0","orth"
"65890",35,1,5,130,8,"hurt",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"65902",35,2,6,32,6,"type",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"65952",35,5,3,137,9,"stern",270,270,270,270,1,0,1,0,0,0,"0","mask"
"65979",35,7,5,50,8,"surge",266,266,266,629,1,2,3,1,0,0,"20","orth"
"65997",35,8,6,122,12,"church",216,216,216,216,1,0,1,0,0,0,"20","mask"
"66015",35,9,1,108,14,"burp",230,230,230,230,1,0,1,0,0,0,"0","valid"
"66029",35,10,2,61,11,"noun",162,162,162,162,1,0,1,0,0,0,"0","orth"
"66040",35,11,3,48,5,"skirt",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"66088",35,14,6,68,8,"purge",182,182,182,182,1,0,1,0,0,0,"20","mask"
"66117",35,16,2,34,11,"twirl",233,233,233,233,1,0,1,0,0,0,"0","orth"
"66129",35,17,3,10,6,"plea",322,322,322,322,1,0,1,0,0,0,"0","mask"
"66146",35,18,4,107,6,"sleeve",262,262,262,262,1,0,1,0,0,0,"20","valid"
"66157",35,19,5,76,6,"sweep",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"66174",35,20,6,89,10,"jerk",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"66187",35,21,1,42,9,"sneak",339,339,339,339,1,0,1,0,0,0,"0","valid"
"66224",35,24,4,95,6,"burst",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"66236",35,25,5,123,5,"bleak",223,223,223,223,1,0,1,0,0,0,"20","orth"
"66266",35,27,1,5,5,"steep",235,235,235,235,1,0,1,0,0,0,"0","valid"
"66280",35,28,2,7,5,"veal",NA,NA,NA,264,0,1,1,1,1,0,"0","orth"
"66296",35,29,3,99,8,"cleave",186,186,186,186,1,0,1,0,0,0,"0","mask"
"66305",35,30,4,54,4,"bleach",246,246,246,246,1,0,1,0,0,0,"20","valid"
"66318",35,31,5,70,6,"shrew",243,243,243,243,1,0,1,0,0,0,"20","orth"
"66334",35,32,6,39,7,"slur",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"66352",35,33,1,11,9,"bush",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"66366",35,34,2,57,7,"cold",NA,NA,NA,342,0,1,1,1,1,0,"0","orth"
"66394",35,36,4,59,7,"lisp",285,285,285,285,1,0,1,0,0,0,"20","valid"
"66410",35,37,5,21,11,"herd",200,200,200,361,1,1,2,1,0,0,"20","orth"
"66421",35,38,6,53,8,"wild",221,221,221,221,1,0,1,0,0,0,"20","mask"
"66433",35,39,1,41,8,"talc",141,141,141,141,1,0,1,0,0,0,"0","valid"
"66448",35,40,2,19,10,"team",213,213,213,213,1,0,1,0,0,0,"0","orth"
"66462",35,41,3,44,6,"step",296,296,296,296,1,0,1,0,0,0,"0","mask"
"66487",35,43,5,4,4,"chain",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"66501",35,44,6,17,7,"death",167,167,167,167,1,0,1,0,0,0,"20","mask"
"66515",35,45,1,58,8,"draft",242,242,242,242,1,0,1,0,0,0,"0","valid"
"66543",35,47,3,33,7,"ghost",210,210,210,210,1,0,1,0,0,0,"0","mask"
"66554",35,48,4,16,5,"trust",320,320,320,320,1,0,1,0,0,0,"20","valid"
"66568",35,49,5,138,10,"spoon",182,182,182,182,1,0,1,0,0,0,"20","orth"
"66599",35,51,1,18,11,"knife",151,151,151,151,1,0,1,0,0,0,"0","valid"
"66608",35,52,2,24,6,"crack",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"66620",35,53,3,75,6,"flask",419,419,419,968,1,2,3,1,0,0,"0","mask"
"66651",35,55,5,13,9,"flirt",NA,NA,NA,123,0,1,1,1,1,0,"20","orth"
"66662",35,56,6,98,8,"mirth",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"66675",35,57,1,117,7,"swerve",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"66691",35,58,2,125,7,"swirl",353,353,353,353,1,0,1,0,0,0,"0","orth"
"66703",35,59,3,101,6,"smirk",239,239,239,239,1,0,1,0,0,0,"0","mask"
"66719",35,60,4,104,5,"speak",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"66739",35,61,5,93,10,"fleece",264,264,264,264,1,0,1,0,0,0,"20","orth"
"66753",35,62,6,69,9,"third",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"66808",35,66,4,133,7,"hurl",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"66821",35,67,5,3,7,"glee",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"66869",35,70,2,90,13,"lynch",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"66879",35,71,3,40,7,"nerve",257,257,257,257,1,0,1,0,0,0,"0","mask"
"66889",35,72,4,51,5,"youth",167,167,167,167,1,0,1,0,0,0,"20","valid"
"66913",35,74,6,43,6,"coil",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"66943",35,76,2,129,7,"glean",129,129,129,129,1,0,1,0,0,0,"0","orth"
"66955",35,77,3,102,7,"tech",NA,NA,NA,339,0,1,1,1,1,0,"0","mask"
"66983",35,79,5,2,10,"clean",207,207,207,207,1,0,1,0,0,0,"20","orth"
"66996",35,80,6,37,7,"nurse",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"67028",35,82,2,20,9,"cheek",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"67043",35,83,3,8,9,"cleat",252,252,252,338,1,1,2,1,0,0,"0","mask"
"67101",35,87,1,38,10,"sheen",299,299,299,299,1,0,1,0,0,0,"0","valid"
"67118",35,88,2,60,12,"lynx",265,265,265,265,1,0,1,0,0,0,"0","orth"
"67132",35,89,3,110,10,"cease",355,355,355,355,1,0,1,0,0,0,"0","mask"
"67142",35,90,4,29,5,"weep",192,192,192,192,1,0,1,0,0,0,"20","valid"
"67155",35,91,5,115,5,"meek",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"67173",35,92,6,64,9,"keep",NA,NA,NA,89,0,1,1,1,1,0,"20","mask"
"67217",35,95,3,96,8,"whirl",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"67231",35,96,4,12,6,"teal",NA,NA,NA,157,0,1,1,1,1,0,"20","valid"
"67251",35,97,5,126,11,"worth",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"67263",35,98,6,127,10,"seethe",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"67270",35,99,1,23,4,"work",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"67290",35,100,2,116,7,"dwarf",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"67301",35,101,3,30,5,"prove",234,234,234,234,1,0,1,0,0,0,"0","mask"
"67317",35,102,4,119,8,"churn",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"67329",35,103,5,91,8,"bump",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"67346",35,104,6,52,11,"nine",NA,NA,NA,252,0,1,1,1,1,0,"20","mask"
"67355",35,105,1,77,6,"horn",264,264,264,264,1,0,1,0,0,0,"0","valid"
"67367",35,106,2,84,7,"sash",305,305,305,305,1,0,1,0,0,0,"0","orth"
"67393",35,108,4,1,6,"rake",NA,NA,NA,311,0,1,1,1,1,0,"20","valid"
"67408",35,109,5,131,6,"reap",NA,NA,NA,157,0,1,1,1,1,0,"20","orth"
"67436",35,111,1,81,6,"noon",183,183,183,183,1,0,1,0,0,0,"0","valid"
"67466",35,113,3,65,8,"blast",213,213,213,213,1,0,1,0,0,0,"0","mask"
"67474",35,114,4,134,5,"brawl",281,281,281,281,1,0,1,0,0,0,"20","valid"
"67488",35,115,5,120,8,"chalk",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"67500",35,116,6,112,7,"claim",289,289,289,289,1,0,1,0,0,0,"20","mask"
"67512",35,117,1,97,6,"faint",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"67525",35,118,2,82,6,"flake",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"67592",35,123,1,121,6,"trunk",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"67610",35,124,2,56,8,"sweet",NA,NA,NA,147,0,1,1,1,1,0,"0","orth"
"67620",35,125,3,83,4,"slate",241,241,241,241,1,0,1,0,0,0,"0","mask"
"67637",35,126,4,124,9,"strut",NA,NA,NA,184,0,1,1,1,1,0,"20","valid"
"67651",35,127,5,111,9,"speed",212,212,212,212,1,0,1,0,0,0,"20","orth"
"67660",35,128,6,88,4,"pulse",242,242,242,242,1,0,1,0,0,0,"20","mask"
"67676",35,129,1,27,5,"prone",NA,NA,NA,666,0,2,2,1,1,0,"0","valid"
"67696",35,130,2,6,12,"marsh",307,307,307,307,1,0,1,0,0,0,"0","orth"
"67710",35,131,3,28,9,"shelf",158,158,158,158,1,0,1,0,0,0,"0","mask"
"67737",35,133,5,100,8,"drive",291,291,291,291,1,0,1,0,0,0,"20","orth"
"67751",35,134,6,26,6,"flinch",204,204,204,204,1,0,1,0,0,0,"20","mask"
"67785",35,136,2,35,7,"client",256,256,256,256,1,0,1,0,0,0,"0","orth"
"67813",35,138,4,118,9,"groove",229,229,229,229,1,0,1,0,0,0,"20","valid"
"67827",36,1,6,138,8,"hurt",229,229,229,229,1,0,1,0,0,0,"20","mask"
"67839",36,2,1,49,6,"type",167,167,167,167,1,0,1,0,0,0,"0","valid"
"67854",36,3,2,106,5,"dirt",344,344,344,344,1,0,1,0,0,0,"0","orth"
"67872",36,4,3,136,8,"purse",205,NA,361,361,2,0,2,0,0,0,"0","mask"
"67889",36,5,4,97,9,"stern",194,194,194,194,1,0,1,0,0,0,"20","valid"
"67904",36,6,5,10,8,"merge",321,321,321,321,1,0,1,0,0,0,"20","orth"
"67917",36,7,6,17,8,"surge",NA,NA,NA,296,0,1,1,1,1,0,"20","mask"
"67935",36,8,1,87,12,"church",202,202,202,202,1,0,1,0,0,0,"0","valid"
"67954",36,9,2,126,14,"burp",267,267,267,576,1,2,3,1,0,0,"0","orth"
"67968",36,10,3,21,11,"noun",298,298,298,528,1,1,2,1,0,0,"0","mask"
"67978",36,11,4,28,5,"skirt",167,167,167,290,1,1,2,1,0,0,"20","valid"
"67998",36,12,5,1,11,"serve",400,400,400,400,1,0,1,0,0,0,"20","orth"
"68007",36,13,6,42,5,"worst",245,245,245,417,1,1,2,1,0,0,"20","mask"
"68026",36,14,1,46,8,"purge",232,232,232,727,1,2,3,1,0,0,"0","valid"
"68037",36,15,2,31,4,"term",320,320,320,493,1,1,2,1,0,0,"0","orth"
"68056",36,16,3,50,11,"twirl",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"68067",36,17,4,39,6,"plea",173,173,173,365,1,1,2,1,0,0,"20","valid"
"68084",36,18,5,91,6,"sleeve",267,267,267,267,1,0,1,0,0,0,"20","orth"
"68095",36,19,6,78,6,"sweep",330,330,330,330,1,0,1,0,0,0,"20","mask"
"68111",36,20,1,69,10,"jerk",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"68124",36,21,2,64,9,"sneak",316,316,316,316,1,0,1,0,0,0,"0","orth"
"68138",36,22,3,93,10,"steam",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"68148",36,23,4,5,5,"beef",349,349,349,526,1,1,2,1,0,0,"20","valid"
"68161",36,24,5,119,6,"burst",175,NA,332,332,2,0,2,0,0,0,"20","orth"
"68173",36,25,6,18,5,"bleak",212,NA,366,476,2,1,3,1,0,0,"20","mask"
"68188",36,26,1,14,5,"sleek",174,174,174,318,1,1,2,1,0,0,"0","valid"
"68202",36,27,2,53,5,"steep",471,471,471,471,1,0,1,0,0,0,"0","orth"
"68216",36,28,3,29,5,"veal",NA,NA,NA,351,0,2,2,1,1,0,"0","mask"
"68232",36,29,4,65,8,"cleave",189,189,189,752,1,2,3,1,0,0,"20","valid"
"68241",36,30,5,98,4,"bleach",224,224,224,224,1,0,1,0,0,0,"20","orth"
"68254",36,31,6,81,6,"shrew",264,264,264,264,1,0,1,0,0,0,"20","mask"
"68270",36,32,1,36,7,"slur",269,269,269,269,1,0,1,0,0,0,"0","valid"
"68317",36,35,4,107,8,"part",228,228,228,228,1,0,1,0,0,0,"20","valid"
"68330",36,36,5,96,7,"lisp",194,194,194,194,1,0,1,0,0,0,"20","orth"
"68346",36,37,6,43,11,"herd",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"68357",36,38,1,111,8,"wild",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"68369",36,39,2,103,8,"talc",NA,NA,NA,205,0,1,1,1,1,0,"0","orth"
"68384",36,40,3,120,10,"team",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"68398",36,41,4,77,6,"step",534,534,534,534,1,0,1,0,0,0,"20","valid"
"68414",36,42,5,8,8,"blunt",243,243,243,243,1,0,1,0,0,0,"20","orth"
"68423",36,43,6,26,4,"chain",239,239,239,239,1,0,1,0,0,0,"20","mask"
"68437",36,44,1,112,7,"death",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"68451",36,45,2,127,8,"draft",249,249,249,249,1,0,1,0,0,0,"0","orth"
"68460",36,46,3,55,5,"fifth",342,342,342,342,1,0,1,0,0,0,"0","mask"
"68478",36,47,4,48,7,"ghost",241,NA,430,430,2,0,2,0,0,0,"20","valid"
"68489",36,48,5,89,5,"trust",248,248,248,248,1,0,1,0,0,0,"20","orth"
"68503",36,49,6,86,10,"spoon",242,242,242,242,1,0,1,0,0,0,"20","mask"
