"","sub","item","cond","seq","word","wordID","FFD","SFD","GD","TVT","nfix1","nfix2","nfixAll","regress","skip_1st","skip_total","deg","prev"
"57647",30,106,3,53,7,"sash",201,201,201,201,1,0,1,0,0,0,"0","mask"
"57660",30,107,4,3,8,"spit",187,187,187,456,1,1,2,1,0,0,"20","valid"
"57674",30,108,5,115,6,"rake",182,182,182,182,1,0,1,0,0,0,"20","orth"
"57689",30,109,6,43,6,"reap",168,168,168,168,1,0,1,0,0,0,"20","mask"
"57705",30,110,1,64,7,"plum",222,NA,586,586,3,0,3,0,0,0,"0","valid"
"57731",30,112,3,69,4,"musk",302,302,302,302,1,0,1,0,0,0,"0","mask"
"57748",30,113,4,86,8,"blast",259,259,259,259,1,0,1,0,0,0,"20","valid"
"57757",30,114,5,59,5,"brawl",204,204,204,343,1,1,2,1,0,0,"20","orth"
"57784",30,116,1,22,7,"claim",243,NA,360,360,2,0,2,0,0,0,"0","valid"
"57827",30,119,4,118,9,"flood",272,272,272,272,1,0,1,0,0,0,"20","valid"
"57841",30,120,5,112,7,"frame",341,341,341,341,1,0,1,0,0,0,"20","orth"
"57855",30,121,6,79,8,"glade",150,NA,398,398,2,0,2,0,0,0,"20","mask"
"57867",30,122,1,92,6,"truth",264,264,264,264,1,0,1,0,0,0,"0","valid"
"57878",30,123,2,37,6,"trunk",337,337,337,337,1,0,1,0,0,0,"0","orth"
"57896",30,124,3,99,8,"sweet",224,NA,451,451,2,0,2,0,0,0,"0","mask"
"57905",30,125,4,128,4,"slate",321,321,321,321,1,0,1,0,0,0,"20","valid"
"57936",30,127,6,102,9,"speed",152,NA,472,472,2,0,2,0,0,0,"20","mask"
"57945",30,128,1,55,4,"pulse",251,NA,415,668,2,1,3,1,0,0,"0","valid"
"57994",30,131,4,122,9,"shelf",469,469,469,469,1,0,1,0,0,0,"20","valid"
"58008",30,132,5,91,7,"plate",241,241,241,430,1,1,2,1,0,0,"20","orth"
"58021",30,133,6,30,8,"drive",341,341,341,341,1,0,1,0,0,0,"20","mask"
"58068",30,136,3,124,7,"client",381,381,381,381,1,0,1,0,0,0,"0","mask"
"58079",30,137,4,17,5,"slouch",261,261,261,409,1,1,2,1,0,0,"20","valid"
"58096",30,138,5,103,9,"groove",335,335,335,629,1,1,2,1,0,0,"20","orth"
"58109",31,1,1,42,8,"hurt",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"58121",31,2,2,67,6,"type",189,189,189,189,1,0,1,0,0,0,"0","orth"
"58136",31,3,3,58,5,"dirt",323,323,323,323,1,0,1,0,0,0,"0","mask"
"58154",31,4,4,34,8,"purse",228,228,228,228,1,0,1,0,0,0,"20","valid"
"58170",31,5,5,45,9,"stern",265,265,265,265,1,0,1,0,0,0,"20","orth"
"58185",31,6,6,5,8,"merge",347,347,347,347,1,0,1,0,0,0,"20","mask"
"58198",31,7,1,31,8,"surge",368,368,368,368,1,0,1,0,0,0,"0","valid"
"58216",31,8,2,124,12,"church",191,191,191,191,1,0,1,0,0,0,"0","orth"
"58234",31,9,3,62,14,"burp",296,296,296,566,1,1,2,1,0,0,"0","mask"
"58247",31,10,4,116,11,"noun",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"58258",31,11,5,127,5,"skirt",255,255,255,534,1,2,3,1,0,0,"20","orth"
"58278",31,12,6,107,11,"serve",163,163,163,387,1,1,2,1,0,0,"20","mask"
"58287",31,13,1,119,5,"worst",328,NA,526,526,2,0,2,0,0,0,"0","valid"
"58306",31,14,2,50,8,"purge",268,268,268,506,1,1,2,1,0,0,"0","orth"
"58317",31,15,3,120,4,"term",NA,NA,NA,676,0,3,3,1,1,0,"0","mask"
"58348",31,17,5,74,6,"plea",256,256,256,256,1,0,1,0,0,0,"20","orth"
"58363",31,18,6,137,6,"sleeve",277,277,277,421,1,1,2,1,0,0,"20","mask"
"58374",31,19,1,102,6,"sweep",160,160,160,370,1,1,2,1,0,0,"0","valid"
"58390",31,20,2,83,10,"jerk",208,208,208,208,1,0,1,0,0,0,"0","orth"
"58403",31,21,3,89,9,"sneak",245,245,245,393,1,1,2,1,0,0,"0","mask"
"58417",31,22,4,72,10,"steam",255,255,255,659,1,1,2,1,0,0,"20","valid"
"58427",31,23,5,29,5,"beef",213,213,213,418,1,1,2,1,0,0,"20","orth"
"58440",31,24,6,30,6,"burst",209,209,209,209,1,0,1,0,0,0,"20","mask"
"58452",31,25,1,77,5,"bleak",177,177,177,498,1,2,3,1,0,0,"0","valid"
"58482",31,27,3,18,5,"steep",270,270,270,744,1,1,2,1,0,0,"0","mask"
"58496",31,28,4,13,5,"veal",289,289,289,541,1,1,2,1,0,0,"20","valid"
"58512",31,29,5,86,8,"cleave",164,164,164,317,1,1,2,1,0,0,"20","orth"
"58521",31,30,6,123,4,"bleach",364,364,364,364,1,0,1,0,0,0,"20","mask"
"58534",31,31,1,12,6,"shrew",256,256,256,256,1,0,1,0,0,0,"0","valid"
"58550",31,32,2,17,7,"slur",292,292,292,292,1,0,1,0,0,0,"0","orth"
"58568",31,33,3,9,9,"bush",296,296,296,296,1,0,1,0,0,0,"0","mask"
"58582",31,34,4,88,7,"cold",174,174,174,836,1,2,3,1,0,0,"20","valid"
"58597",31,35,5,126,8,"part",207,207,207,207,1,0,1,0,0,0,"20","orth"
"58610",31,36,6,101,7,"lisp",301,301,301,638,1,2,3,1,0,0,"20","mask"
"58626",31,37,1,128,11,"herd",156,156,156,643,1,3,4,1,0,0,"0","valid"
"58648",31,39,3,82,8,"talc",357,357,357,357,1,0,1,0,0,0,"0","mask"
"58663",31,40,4,63,10,"team",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"58693",31,42,6,10,8,"blunt",265,265,265,265,1,0,1,0,0,0,"20","mask"
"58702",31,43,1,134,4,"chain",209,209,209,209,1,0,1,0,0,0,"0","valid"
"58716",31,44,2,24,7,"death",255,255,255,255,1,0,1,0,0,0,"0","orth"
"58730",31,45,3,44,8,"draft",268,268,268,429,1,1,2,1,0,0,"0","mask"
"58740",31,46,4,130,5,"fifth",189,189,189,189,1,0,1,0,0,0,"20","valid"
"58758",31,47,5,96,7,"ghost",227,227,227,227,1,0,1,0,0,0,"20","orth"
"58768",31,48,6,3,5,"trust",165,165,165,165,1,0,1,0,0,0,"20","mask"
"58782",31,49,1,129,10,"spoon",277,277,277,277,1,0,1,0,0,0,"0","valid"
"58796",31,50,2,110,8,"clone",263,263,263,589,1,2,3,1,0,0,"0","orth"
"58813",31,51,3,53,11,"knife",200,200,200,395,1,1,2,1,0,0,"0","mask"
"58822",31,52,4,8,6,"crack",211,211,211,354,1,1,2,1,0,0,"20","valid"
"58835",31,53,5,133,6,"flask",259,259,259,393,1,1,2,1,0,0,"20","orth"
"58853",31,54,6,112,10,"cruise",241,241,241,241,1,0,1,0,0,0,"20","mask"
"58866",31,55,1,28,9,"flirt",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"58877",31,56,2,38,8,"mirth",444,444,444,444,1,0,1,0,0,0,"0","orth"
"58891",31,57,3,68,7,"swerve",269,269,269,269,1,0,1,0,0,0,"0","mask"
"58920",31,59,5,21,6,"smirk",189,189,189,394,1,1,2,1,0,0,"20","orth"
"58936",31,60,6,71,5,"speak",242,242,242,342,1,1,2,1,0,0,"20","mask"
"58957",31,61,1,2,10,"fleece",191,191,191,191,1,0,1,0,0,0,"0","valid"
"58971",31,62,2,65,9,"third",279,279,279,279,1,0,1,0,0,0,"0","orth"
"58983",31,63,3,104,8,"heave",416,416,416,571,1,1,2,1,0,0,"0","mask"
"59000",31,64,4,48,11,"turf",199,199,199,199,1,0,1,0,0,0,"20","valid"
"59012",31,65,5,56,8,"teeth",227,227,227,227,1,0,1,0,0,0,"20","orth"
"59026",31,66,6,33,7,"hurl",249,249,249,469,1,1,2,1,0,0,"20","mask"
"59056",31,68,2,103,11,"gleam",NA,NA,NA,249,0,1,1,1,1,0,"0","orth"
"59069",31,69,3,81,8,"tweed",245,245,245,831,1,2,3,1,0,0,"0","mask"
"59087",31,70,4,99,13,"lynch",NA,NA,NA,482,0,2,2,1,1,0,"20","valid"
"59097",31,71,5,132,7,"nerve",154,154,154,154,1,0,1,0,0,0,"20","orth"
"59107",31,72,6,85,5,"youth",287,287,287,443,1,1,2,1,0,0,"20","mask"
"59119",31,73,1,49,7,"sleet",NA,NA,NA,288,0,2,2,1,1,0,"0","valid"
"59131",31,74,2,61,6,"coil",178,178,178,503,1,1,2,1,0,0,"0","orth"
"59144",31,75,3,60,4,"dean",313,313,313,608,1,1,2,1,0,0,"0","mask"
"59161",31,76,4,14,7,"glean",127,127,127,310,1,1,2,1,0,0,"20","valid"
"59174",31,77,5,46,7,"tech",187,187,187,277,1,1,2,1,0,0,"20","orth"
"59190",31,78,6,4,8,"thirst",295,295,295,295,1,0,1,0,0,0,"20","mask"
"59202",31,79,1,84,10,"clean",194,194,194,439,1,1,2,1,0,0,"0","valid"
"59215",31,80,2,32,7,"nurse",260,260,260,260,1,0,1,0,0,0,"0","orth"
"59234",31,81,3,80,11,"cheat",NA,NA,NA,492,0,3,3,1,1,0,"0","mask"
"59246",31,82,4,117,9,"cheek",208,208,208,208,1,0,1,0,0,0,"20","valid"
"59261",31,83,5,54,9,"cleat",188,NA,419,419,2,0,2,0,0,0,"20","orth"
"59275",31,84,6,114,7,"terse",302,302,302,891,1,2,3,1,0,0,"20","mask"
"59288",31,85,1,15,7,"fern",345,345,345,592,1,1,2,1,0,0,"0","valid"
"59301",31,86,2,106,5,"deal",247,247,247,466,1,1,2,1,0,0,"0","orth"
"59319",31,87,3,100,10,"sheen",401,NA,678,847,3,1,4,1,0,0,"0","mask"
"59361",31,90,6,27,5,"weep",382,382,382,526,1,1,2,1,0,0,"20","mask"
"59391",31,92,2,19,9,"keep",172,172,172,172,1,0,1,0,0,0,"0","orth"
"59407",31,93,3,136,9,"neat",251,251,251,251,1,0,1,0,0,0,"0","mask"
"59418",31,94,4,109,6,"gross",237,NA,466,466,2,0,2,0,0,0,"20","valid"
"59449",31,96,6,66,6,"teal",213,213,213,721,1,2,3,1,0,0,"20","mask"
"59488",31,99,3,87,4,"work",219,219,219,518,1,2,3,1,0,0,"0","mask"
"59508",31,100,4,97,7,"dwarf",186,186,186,350,1,1,2,1,0,0,"20","valid"
"59519",31,101,5,35,5,"prove",274,274,274,274,1,0,1,0,0,0,"20","orth"
"59535",31,102,6,69,8,"churn",281,NA,413,413,2,0,2,0,0,0,"20","mask"
"59547",31,103,1,52,8,"bump",171,171,171,171,1,0,1,0,0,0,"0","valid"
"59564",31,104,2,51,11,"nine",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"59576",31,105,3,93,6,"horn",164,164,164,351,1,1,2,1,0,0,"0","mask"
"59588",31,106,4,131,7,"sash",NA,NA,NA,168,0,1,1,1,1,0,"20","valid"
"59601",31,107,5,25,8,"spit",306,306,306,306,1,0,1,0,0,0,"20","orth"
"59615",31,108,6,26,6,"rake",NA,NA,NA,156,0,1,1,1,1,0,"20","mask"
"59630",31,109,1,70,6,"reap",NA,NA,NA,227,0,1,1,1,1,0,"0","valid"
"59645",31,110,2,94,7,"plum",233,233,233,233,1,0,1,0,0,0,"0","orth"
"59657",31,111,3,91,6,"noon",541,541,541,541,1,0,1,0,0,0,"0","mask"
"59688",31,113,5,57,8,"blast",217,217,217,410,1,1,2,1,0,0,"20","orth"
"59697",31,114,6,20,5,"brawl",260,NA,410,565,2,1,3,1,0,0,"20","mask"
"59723",31,116,2,1,7,"claim",354,354,354,675,1,2,3,1,0,0,"0","orth"
"59748",31,118,4,23,6,"flake",173,NA,334,334,2,0,2,0,0,0,"20","valid"
"59766",31,119,5,111,9,"flood",333,333,333,333,1,0,1,0,0,0,"20","orth"
"59780",31,120,6,113,7,"frame",232,232,232,232,1,0,1,0,0,0,"20","mask"
"59794",31,121,1,115,8,"glade",585,585,585,799,1,1,2,1,0,0,"0","valid"
"59806",31,122,2,40,6,"truth",166,166,166,316,1,1,2,1,0,0,"0","orth"
"59835",31,124,4,121,8,"sweet",149,149,149,149,1,0,1,0,0,0,"20","valid"
"59845",31,125,5,47,4,"slate",248,248,248,248,1,0,1,0,0,0,"20","orth"
"59862",31,126,6,7,9,"strut",167,167,167,357,1,1,2,1,0,0,"20","mask"
"59876",31,127,1,76,9,"speed",254,254,254,254,1,0,1,0,0,0,"0","valid"
"59885",31,128,2,41,4,"pulse",248,248,248,248,1,0,1,0,0,0,"0","orth"
"59901",31,129,3,79,5,"prone",183,183,183,719,1,3,4,1,0,0,"0","mask"
"59935",31,131,5,75,9,"shelf",259,259,259,470,1,1,2,1,0,0,"20","orth"
"59948",31,132,6,98,7,"plate",362,362,362,551,1,1,2,1,0,0,"20","mask"
"59960",31,133,1,16,8,"drive",148,148,148,387,1,1,2,1,0,0,"0","valid"
"59973",31,134,2,22,6,"flinch",444,444,444,444,1,0,1,0,0,0,"0","orth"
"60007",31,136,4,64,7,"client",416,416,416,416,1,0,1,0,0,0,"20","valid"
"60018",31,137,5,37,5,"slouch",254,254,254,499,1,1,2,1,0,0,"20","orth"
"60035",31,138,6,11,9,"groove",258,258,258,492,1,1,2,1,0,0,"20","mask"
"60049",32,1,2,90,8,"hurt",167,167,167,167,1,0,1,0,0,0,"0","orth"
"60061",32,2,3,40,6,"type",NA,NA,NA,245,0,1,1,1,1,0,"0","mask"
"60094",32,4,5,105,8,"purse",278,278,278,278,1,0,1,0,0,0,"20","orth"
"60111",32,5,6,59,9,"stern",197,197,197,606,1,2,3,1,0,0,"20","mask"
"60126",32,6,1,79,8,"merge",226,226,226,379,1,1,2,1,0,0,"0","valid"
"60139",32,7,2,6,8,"surge",145,145,145,145,1,0,1,0,0,0,"0","orth"
"60157",32,8,3,76,12,"church",316,316,316,316,1,0,1,0,0,0,"0","mask"
"60176",32,9,4,94,14,"burp",154,154,154,154,1,0,1,0,0,0,"20","valid"
"60190",32,10,5,136,11,"noun",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"60201",32,11,6,111,5,"skirt",164,NA,309,309,2,0,2,0,0,0,"20","mask"
"60221",32,12,1,121,11,"serve",154,154,154,154,1,0,1,0,0,0,"0","valid"
"60230",32,13,2,70,5,"worst",NA,NA,NA,215,0,1,1,1,1,0,"0","orth"
"60249",32,14,3,66,8,"purge",360,360,360,508,1,1,2,1,0,0,"0","mask"
"60260",32,15,4,110,4,"term",150,150,150,150,1,0,1,0,0,0,"20","valid"
"60291",32,17,6,113,6,"plea",315,315,315,315,1,0,1,0,0,0,"20","mask"
"60319",32,19,2,80,6,"sweep",145,145,145,145,1,0,1,0,0,0,"0","orth"
"60335",32,20,3,48,10,"jerk",200,200,200,200,1,0,1,0,0,0,"0","mask"
"60348",32,21,4,83,9,"sneak",NA,NA,NA,272,0,1,1,1,1,0,"20","valid"
"60372",32,23,6,137,5,"beef",170,NA,272,272,2,0,2,0,0,0,"20","mask"
"60385",32,24,1,9,6,"burst",232,232,232,232,1,0,1,0,0,0,"0","valid"
"60397",32,25,2,132,5,"bleak",182,NA,339,339,2,0,2,0,0,0,"0","orth"
"60412",32,26,3,37,5,"sleek",264,264,264,264,1,0,1,0,0,0,"0","mask"
"60427",32,27,4,39,5,"steep",350,350,350,350,1,0,1,0,0,0,"20","valid"
"60441",32,28,5,103,5,"veal",147,NA,306,987,2,3,5,1,0,0,"20","orth"
"60457",32,29,6,117,8,"cleave",244,NA,532,688,2,1,3,1,0,0,"20","mask"
"60465",32,30,1,12,4,"bleach",276,276,276,276,1,0,1,0,0,0,"0","valid"
"60478",32,31,2,25,6,"shrew",250,250,250,250,1,0,1,0,0,0,"0","orth"
"60494",32,32,3,32,7,"slur",136,136,136,474,1,2,3,1,0,0,"0","mask"
"60512",32,33,4,62,9,"bush",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"60540",32,35,6,134,8,"part",230,230,230,230,1,0,1,0,0,0,"20","mask"
"60553",32,36,1,81,7,"lisp",144,144,144,144,1,0,1,0,0,0,"0","valid"
"60569",32,37,2,74,11,"herd",409,409,409,409,1,0,1,0,0,0,"0","orth"
"60580",32,38,3,106,8,"wild",577,577,577,767,1,1,2,1,0,0,"0","mask"
"60592",32,39,4,115,8,"talc",470,470,470,470,1,0,1,0,0,0,"20","valid"
"60607",32,40,5,133,10,"team",NA,NA,NA,171,0,1,1,1,1,0,"20","orth"
"60621",32,41,6,77,6,"step",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"60637",32,42,1,120,8,"blunt",269,269,269,269,1,0,1,0,0,0,"0","valid"
"60646",32,43,2,69,4,"chain",178,178,178,178,1,0,1,0,0,0,"0","orth"
"60660",32,44,3,14,7,"death",260,260,260,260,1,0,1,0,0,0,"0","mask"
"60684",32,46,5,51,5,"fifth",284,284,284,284,1,0,1,0,0,0,"20","orth"
"60713",32,48,1,68,5,"trust",NA,NA,NA,156,0,1,1,1,1,0,"0","valid"
"60727",32,49,2,38,10,"spoon",256,256,256,256,1,0,1,0,0,0,"0","orth"
"60741",32,50,3,126,8,"clone",251,251,251,251,1,0,1,0,0,0,"0","mask"
"60767",32,52,5,53,6,"crack",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"60780",32,53,6,138,6,"flask",NA,NA,NA,265,0,1,1,1,1,0,"20","mask"
"60798",32,54,1,135,10,"cruise",170,170,170,170,1,0,1,0,0,0,"0","valid"
"60811",32,55,2,130,9,"flirt",253,253,253,253,1,0,1,0,0,0,"0","orth"
"60822",32,56,3,42,8,"mirth",298,NA,556,862,2,2,4,1,0,0,"0","mask"
"60836",32,57,4,125,7,"swerve",144,144,144,144,1,0,1,0,0,0,"20","valid"
"60865",32,59,6,34,6,"smirk",143,NA,362,532,2,1,3,1,0,0,"20","mask"
"60881",32,60,1,73,5,"speak",170,NA,267,267,2,0,2,0,0,0,"0","valid"
"60902",32,61,2,84,10,"fleece",202,202,202,202,1,0,1,0,0,0,"0","orth"
"60916",32,62,3,60,9,"third",219,219,219,219,1,0,1,0,0,0,"0","mask"
"60928",32,63,4,19,8,"heave",168,168,168,168,1,0,1,0,0,0,"20","valid"
"60945",32,64,5,75,11,"turf",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"60957",32,65,6,108,8,"teeth",NA,NA,NA,159,0,1,1,1,1,0,"20","mask"
"60971",32,66,1,123,7,"hurl",361,361,361,361,1,0,1,0,0,0,"0","valid"
"61001",32,68,3,4,11,"gleam",465,465,465,465,1,0,1,0,0,0,"0","mask"
"61014",32,69,4,26,8,"tweed",NA,NA,NA,150,0,1,1,1,1,0,"20","valid"
"61032",32,70,5,46,13,"lynch",155,155,155,155,1,0,1,0,0,0,"20","orth"
"61042",32,71,6,98,7,"nerve",184,184,184,404,1,1,2,1,0,0,"20","mask"
"61052",32,72,1,20,5,"youth",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"61076",32,74,3,61,6,"coil",464,464,464,464,1,0,1,0,0,0,"0","mask"
"61089",32,75,4,41,4,"dean",160,NA,414,696,2,2,4,1,0,0,"20","valid"
"61106",32,76,5,28,7,"glean",178,178,178,879,1,2,3,1,0,0,"20","orth"
"61119",32,77,6,109,7,"tech",296,296,296,296,1,0,1,0,0,0,"20","mask"
"61135",32,78,1,122,8,"thirst",159,NA,495,495,2,0,2,0,0,0,"0","valid"
"61147",32,79,2,11,10,"clean",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"61160",32,80,3,13,7,"nurse",335,335,335,335,1,0,1,0,0,0,"0","mask"
"61179",32,81,4,71,11,"cheat",223,223,223,638,1,1,2,1,0,0,"20","valid"
"61192",32,82,5,63,9,"cheek",NA,NA,NA,134,0,1,1,1,1,0,"20","orth"
"61207",32,83,6,100,9,"cleat",328,328,328,328,1,0,1,0,0,0,"20","mask"
"61234",32,85,2,22,7,"fern",419,419,419,419,1,0,1,0,0,0,"0","orth"
"61265",32,87,4,91,10,"sheen",468,468,468,468,1,0,1,0,0,0,"20","valid"
"61283",32,88,5,116,12,"lynx",236,236,236,236,1,0,1,0,0,0,"20","orth"
"61297",32,89,6,18,10,"cease",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"61320",32,91,2,97,5,"meek",226,226,226,226,1,0,1,0,0,0,"0","orth"
"61354",32,93,4,8,9,"neat",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"61365",32,94,5,101,6,"gross",445,445,445,445,1,0,1,0,0,0,"20","orth"
"61382",32,95,6,107,8,"whirl",198,198,198,198,1,0,1,0,0,0,"20","mask"
"61396",32,96,1,64,6,"teal",NA,NA,NA,304,0,1,1,1,1,0,"0","valid"
"61416",32,97,2,17,11,"worth",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"61427",32,98,3,128,10,"seethe",457,457,457,634,1,1,2,1,0,0,"0","mask"
"61434",32,99,4,89,4,"work",255,255,255,439,1,1,2,1,0,0,"20","valid"
"61454",32,100,5,72,7,"dwarf",164,164,164,164,1,0,1,0,0,0,"20","orth"
"61465",32,101,6,82,5,"prove",301,301,301,301,1,0,1,0,0,0,"20","mask"
"61481",32,102,1,118,8,"churn",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"61510",32,104,3,127,11,"nine",384,384,384,384,1,0,1,0,0,0,"0","mask"
"61522",32,105,4,21,6,"horn",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"61534",32,106,5,86,7,"sash",NA,NA,NA,309,0,2,2,1,1,0,"20","orth"
"61546",32,107,6,5,8,"spit",NA,NA,NA,446,0,2,2,1,1,0,"20","mask"
"61560",32,108,1,87,6,"rake",NA,NA,NA,118,0,1,1,1,1,0,"0","valid"
"61575",32,109,2,124,6,"reap",186,NA,354,354,2,0,2,0,0,0,"0","orth"
"61591",32,110,3,78,7,"plum",441,441,441,624,1,1,2,1,0,0,"0","mask"
"61603",32,111,4,85,6,"noon",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"61643",32,114,1,95,5,"brawl",487,487,487,487,1,0,1,0,0,0,"0","valid"
"61658",32,115,2,23,8,"chalk",142,142,142,142,1,0,1,0,0,0,"0","orth"
"61682",32,117,4,67,6,"faint",174,174,174,317,1,1,2,1,0,0,"20","valid"
"61713",32,119,6,58,9,"flood",NA,NA,NA,123,0,1,1,1,1,0,"20","mask"
"61727",32,120,1,55,7,"frame",215,215,215,215,1,0,1,0,0,0,"0","valid"
"61753",32,122,3,104,6,"truth",209,209,209,209,1,0,1,0,0,0,"0","mask"
"61764",32,123,4,7,6,"trunk",175,175,175,637,1,2,3,1,0,0,"20","valid"
"61782",32,124,5,99,8,"sweet",171,171,171,171,1,0,1,0,0,0,"20","orth"
"61792",32,125,6,119,4,"slate",458,458,458,458,1,0,1,0,0,0,"20","mask"
"61809",32,126,1,50,9,"strut",163,NA,330,330,2,0,2,0,0,0,"0","valid"
"61823",32,127,2,96,9,"speed",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"61832",32,128,3,112,4,"pulse",351,351,351,351,1,0,1,0,0,0,"0","mask"
"61848",32,129,4,93,5,"prone",164,164,164,768,1,3,4,1,0,0,"20","valid"
"61868",32,130,5,10,12,"marsh",NA,NA,NA,421,0,2,2,1,1,0,"20","orth"
"61882",32,131,6,30,9,"shelf",283,283,283,477,1,1,2,1,0,0,"20","mask"
"61909",32,133,2,33,8,"drive",327,327,327,327,1,0,1,0,0,0,"0","orth"
"61923",32,134,3,15,6,"flinch",184,184,184,401,1,1,2,1,0,0,"0","mask"
"61939",32,135,4,36,6,"clench",153,NA,333,647,2,1,3,1,0,0,"20","valid"
"61956",32,136,5,129,7,"client",246,246,246,246,1,0,1,0,0,0,"20","orth"
"61967",32,137,6,114,5,"slouch",148,NA,324,521,2,1,3,1,0,0,"20","mask"
"61984",32,138,1,29,9,"groove",235,235,235,235,1,0,1,0,0,0,"0","valid"
"61998",33,1,3,98,8,"hurt",NA,NA,NA,278,0,1,1,1,1,0,"0","mask"
"62010",33,2,4,15,6,"type",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"62025",33,3,5,25,5,"dirt",NA,NA,NA,251,0,1,1,1,1,0,"20","orth"
"62043",33,4,6,93,8,"purse",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"62074",33,6,2,103,8,"merge",235,235,235,577,1,2,3,1,0,0,"0","orth"
"62086",33,7,3,22,8,"surge",226,226,226,439,1,1,2,1,0,0,"0","mask"
"62123",33,9,5,89,14,"burp",406,406,406,406,1,0,1,0,0,0,"20","orth"
"62137",33,10,6,86,11,"noun",229,229,229,229,1,0,1,0,0,0,"20","mask"
"62147",33,11,1,30,5,"skirt",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"62176",33,13,3,69,5,"worst",325,NA,546,546,2,0,2,0,0,0,"0","mask"
"62195",33,14,4,102,8,"purge",210,210,210,412,1,1,2,1,0,0,"20","valid"
"62206",33,15,5,14,4,"term",NA,NA,NA,256,0,1,1,1,1,0,"20","orth"
"62225",33,16,6,92,11,"twirl",326,326,326,326,1,0,1,0,0,0,"20","mask"
"62236",33,17,1,72,6,"plea",276,276,276,276,1,0,1,0,0,0,"0","valid"
"62253",33,18,2,118,6,"sleeve",389,389,389,389,1,0,1,0,0,0,"0","orth"
"62281",33,20,4,120,10,"jerk",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"62294",33,21,5,40,9,"sneak",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"62308",33,22,6,4,10,"steam",NA,NA,NA,248,0,1,1,1,1,0,"20","mask"
"62318",33,23,1,50,5,"beef",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"62343",33,25,3,47,5,"bleak",285,285,285,285,1,0,1,0,0,0,"0","mask"
"62358",33,26,4,24,5,"sleek",368,368,368,368,1,0,1,0,0,0,"20","valid"
"62373",33,27,5,97,5,"steep",201,NA,355,355,2,0,2,0,0,0,"20","orth"
"62387",33,28,6,59,5,"veal",187,187,187,351,1,1,2,1,0,0,"20","mask"
"62403",33,29,1,81,8,"cleave",164,164,164,313,1,1,2,1,0,0,"0","valid"
"62425",33,31,3,57,6,"shrew",201,201,201,201,1,0,1,0,0,0,"0","mask"
"62441",33,32,4,123,7,"slur",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"62459",33,33,5,65,9,"bush",NA,NA,NA,271,0,1,1,1,1,0,"20","orth"
"62473",33,34,6,18,7,"cold",98,98,98,648,1,2,3,1,0,0,"20","mask"
"62488",33,35,1,126,8,"part",312,312,312,312,1,0,1,0,0,0,"0","valid"
"62501",33,36,2,13,7,"lisp",585,585,585,585,1,0,1,0,0,0,"0","orth"
"62528",33,38,4,11,8,"wild",NA,NA,NA,195,0,1,1,1,1,0,"20","valid"
"62540",33,39,5,61,8,"talc",167,167,167,785,1,2,3,1,0,0,"20","orth"
"62555",33,40,6,124,10,"team",371,371,371,371,1,0,1,0,0,0,"20","mask"
"62569",33,41,1,34,6,"step",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"62585",33,42,2,70,8,"blunt",NA,NA,NA,802,0,1,1,1,1,0,"0","orth"
"62608",33,44,4,37,7,"death",235,235,235,235,1,0,1,0,0,0,"20","valid"
"62622",33,45,5,135,8,"draft",337,337,337,602,1,1,2,1,0,0,"20","orth"
"62632",33,46,6,44,5,"fifth",303,303,303,502,1,1,2,1,0,0,"20","mask"
"62650",33,47,1,51,7,"ghost",142,142,142,142,1,0,1,0,0,0,"0","valid"
"62661",33,48,2,115,5,"trust",158,158,158,158,1,0,1,0,0,0,"0","orth"
"62675",33,49,3,108,10,"spoon",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"62706",33,51,5,106,11,"knife",208,208,208,208,1,0,1,0,0,0,"20","orth"
